case_id,text,source,label_triage,red_flags_gold,target_panic_score
TR_CRIT_00345,Kardeşim kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.85
TR_URG_00230,"Şey, ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.",synthetic_tr_final,URGENT,0,0.43
TR_CRIT_00346,"Alo, babam fenalaştı ve nefes almıyor! Çabuk gelin!",synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_00347,Kardeşim yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_00348,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_00349,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_00350,Eşim yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_00351,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.67
TR_MON_00078,Beslenme danışmanı önerir misin? Sağlık için.,synthetic_tr_final,NON_URGENT,0,0.23
TR_CRIT_00352,nefes darlığı çok arttı! yığıldım! yardım edin!,synthetic_tr_final,CRITICAL,1,0.83
TR_URG_00231,Başım çok acıyor. Gözüm kararıyor. Çok kötüyüm.,synthetic_tr_final,URGENT,0,0.64
TR_CRIT_00353,Silah var! bıçaklandı! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.73
TR_URG_00232,"Bakar mısınız, arkadaşım travma geçirdi. Hareket etmekte ayağa kalkamıyor.",synthetic_tr_final,URGENT,0,0.48
TR_CRIT_00354,Baygın yatıyor Baygın yatıyor Baygın yatıyor!,synthetic_tr_final,CRITICAL,1,0.66
TR_URG_00233,"Lütfen, ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.",synthetic_tr_final,URGENT,0,0.56
TR_MON_00079,Spor yaparken nelere dikkat etmeliyim?,synthetic_tr_final,NON_URGENT,0,0.33
TR_URG_00234,Eşim fenalaştı. Şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.63
TR_CRIT_00355,Göğsüm çok kötü sıkışıyor! Nefes alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.82
TR_URG_00235,Eşim fenalasti. Şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.54
TR_URG_00236,Kasığımda batma hissi var. Oturmakta zorlanıyorum.,synthetic_tr_final,URGENT,0,0.55
TR_URG_00237,"Merhaba, göğsümde baskı var. Nefes darlığı başladı.",synthetic_tr_final,URGENT,0,0.5
TR_CRIT_00356,"Alo, lütfen lütfen lütfen! Şimdi şimdi şimdi!",synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_00357,"Alo, kan var! Yaşlı bir kadın yere düştü! Lütfen acil!",synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_00358,"Lütfen, doktor lazım! Arkadaşım bilincini kaybetti!",synthetic_tr_final,CRITICAL,1,0.67
TR_MON_00080,Canım biraz acıyor ama dayanılmayacak gibi değil.,synthetic_tr_final,NON_URGENT,0,0.12
TR_URG_00238,Önümde biri yere düştü. Kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.6
TR_CRIT_00359,"Merhaba, biri vuruldu! Çok kanıyor! Ambulans gönderin!",synthetic_tr_final,CRITICAL,1,0.7
TR_URG_00239,Önümde biri yere düştü. Kalkamıyor ve cok acıyor diyor.,synthetic_tr_final,URGENT,0,0.64
TR_CRIT_00360,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.68
TR_URG_00240,Düştüm. Kolum çok ağrıyor ve şişti.,synthetic_tr_final,URGENT,0,0.54
TR_URG_00241,nefes nefes kaldım. yardım lazım.,synthetic_tr_final,URGENT,0,0.5
TR_URG_00242,"ateş var, 41 derece. nefes alırken cok aciyo.",synthetic_tr_final,URGENT,0,0.6
TR_MON_00081,"Ayağımı biraz burktum, üzerine basabiliyorum.",synthetic_tr_final,NON_URGENT,0,0.2
TR_URG_00243,Ağrı ağrı ağrı. Durmuyor. Tıbbi yardim lazım.,synthetic_tr_final,URGENT,0,0.56
TR_CRIT_00361,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_00362,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_00363,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.8
TR_URG_00244,"Alo, komşum kanıyor. Kan fışkırıyor. Hemen gelmesini istiyorum.",synthetic_tr_final,URGENT,0,0.64
TR_URG_00245,alerjik reaksiyon olabilir yüzüm şişti zor nefes alıyor,synthetic_tr_final,URGENT,0,0.64
TR_URG_00246,Göğüs ağrısı var. Hava almakta zorluk çekiyorum.,synthetic_tr_final,URGENT,0,0.59
TR_CRIT_00364,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_00365,Hemen hemen hemen! Çabuk çabuk!,synthetic_tr_final,CRITICAL,1,0.71
TR_URG_00247,"kolumun üstüne düştüm, cok aciyo ama kanama yok.",synthetic_tr_final,URGENT,0,0.49
TR_CRIT_00366,Yardim yardim yardim! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.72
TR_URG_00248,Göğüs ağrısı var. Hava almakta zorluk çekiyorum.,synthetic_tr_final,URGENT,0,0.42
TR_CRIT_00367,"Şey, eşim fenalaştı ve nefes almıyor! Çabuk gelin!",synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_00368,"Bakar mısınız, evde yangın var! Kurtarın! Çabuk!",synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_00369,Doktor lazım! Komşum bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_00370,nefes darlığı çok arttı! yığıldım! yardım edın!,synthetic_tr_final,CRITICAL,1,0.76
TR_URG_00249,Önümde biri yere düştü. Kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.62
TR_URG_00250,Zehirlenmiş olabilir. Kontrol istiyorum.,synthetic_tr_final,URGENT,0,0.48
TR_CRIT_00371,"Şey, eşim ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_00372,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.67
TR_MON_00082,Ayağımı biraz burktum. Üstüne basabiliyorum.,synthetic_tr_final,NON_URGENT,0,0.18
TR_URG_00251,Göğüs ağrısı var. Hava almakta zorluk çekiyorum.,synthetic_tr_final,URGENT,0,0.56
TR_CRIT_00373,kaaaaan! çoooook kan!,synthetic_tr_final,CRITICAL,1,0.7
TR_URG_00252,Nefes nefes kaldım. Yardım lazım.,synthetic_tr_final,URGENT,0,0.55
TR_CRIT_00374,Yaşlı bir kadın fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.82
TR_URG_00253,Babam fenalaştı. Şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.62
TR_CRIT_00375,"Lütfen, yardım yardım yardım! Acil acil acil!",synthetic_tr_final,CRITICAL,1,0.7
TR_MON_00083,Beslenme danışmanı önerir misin? Sağlık için.,synthetic_tr_final,NON_URGENT,0,0.34
TR_CRIT_00376,Kan var! Yaşlı bir adam nefes almıyor! Lütfen çabuk!,synthetic_tr_final,CRITICAL,1,0.66
TR_MON_00084,Ayağımı biraz burktum. Üstüne basabiliyorum.,synthetic_tr_final,NON_URGENT,0,0.26
TR_CRIT_00377,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.83
TR_URG_00254,Düştüm. Kolum çok ağrıyor ve şişti.,synthetic_tr_final,URGENT,0,0.61
TR_CRIT_00378,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_00379,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_00380,Kaaaaan! Çoooook kan!,synthetic_tr_final,CRITICAL,1,0.69
TR_MON_00085,Başım ağrıyor. Normal ilaçla geçer sanırım.,synthetic_tr_final,NON_URGENT,0,0.28
TR_CRIT_00381,kan var! bir adam kanıyor! lütfen cabuk!,synthetic_tr_final,CRITICAL,1,0.71
TR_MON_00086,Spor yaparken nelere dikkat etmeliyim?,synthetic_tr_final,NON_URGENT,0,0.12
TR_CRIT_00382,"Bakar mısınız, trafik kazası! Birçok yaralı! Ambulans lazım!",synthetic_tr_final,CRITICAL,1,0.67
TR_URG_00255,"Biri yere düştü, başını çarptı ve sersemledi.",synthetic_tr_final,URGENT,0,0.43
TR_CRIT_00383,Kalp atışım çok hızlı! ölüyorum! Yardım!,synthetic_tr_final,CRITICAL,1,0.83
TR_MON_00087,Kolumda hafif ağrı var. Kas krampı olabilir.,synthetic_tr_final,NON_URGENT,0,0.23
TR_URG_00256,bir adam fenalaştı. şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.53
TR_MON_00088,Genel kontrol istiyorum. Bir yıl oldu.,synthetic_tr_final,NON_URGENT,0,0.13
TR_CRIT_00384,"Bakar mısınız, nefes darlığı çok arttı! Yığıldım! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_00385,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_00386,"Merhaba, kardeşim ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.84
TR_URG_00257,önümde biri yere düştü. kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.59
TR_CRIT_00387,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_00388,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.74
TR_URG_00258,"Ateş var, 38 derece. Nefes alırken batma hissi var.",synthetic_tr_final,URGENT,0,0.6
TR_CRIT_00389,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_00390,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.66
TR_MON_00089,Spor yaparken nelere dikkat etmeliyim?,synthetic_tr_final,NON_URGENT,0,0.16
TR_URG_00259,"Şey, arkadaşım fenalaştı. Şu an oturuyor ama iyi görünmüyor.",synthetic_tr_final,URGENT,0,0.44
TR_MON_00090,Uyku düzenim kötü. İyileştirmek için tavsiye?,synthetic_tr_final,NON_URGENT,0,0.25
TR_CRIT_00391,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_00392,kaaaaan! çoooook kan!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_00393,"Lütfen, nefes darlığı çok arttı! Yığıldım! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.76
TR_MON_00091,"Merhaba, uyku düzenim kötü. İyileştirmek için tavsiye?",synthetic_tr_final,NON_URGENT,0,0.11
TR_URG_00260,zehirlenmiş olabilir. kontrol istiyorum.,synthetic_tr_final,URGENT,0,0.44
TR_URG_00261,"Bakar mısınız, göğsümde baskı var. Nefes darlığı başladı.",synthetic_tr_final,URGENT,0,0.5
TR_CRIT_00394,lütfen babam fenalaştı ve nefes almıyor! çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.83
TR_URG_00262,"Merhaba, alerjik reaksiyon olabilir. Yüzüm şişti. hareket edemiyor.",synthetic_tr_final,URGENT,0,0.45
TR_CRIT_00395,"alo, çocuğum yanlış ilaç içti! zehirlenmiş olabilir! yardım!",synthetic_tr_final,CRITICAL,1,0.76
TR_URG_00263,"Bakar mısınız, başım cok acıyor. Gözüm kararıyor. Cok kötüyüm.",synthetic_tr_final,URGENT,0,0.53
TR_CRIT_00396,Doktor lazım! Yaşlı bir kadın bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_00397,"Şey, nefes alamıyorum Nefes alamıyorum Nefes alamıyorum!",synthetic_tr_final,CRITICAL,1,0.84
TR_URG_00264,"Merhaba, düştüm. Kolum çok ağrıyor ve şişti.",synthetic_tr_final,URGENT,0,0.62
TR_URG_00265,"Şey, canım çok acıyor. Özellikle göğsümde tarafımda ağrı var.",synthetic_tr_final,URGENT,0,0.53
TR_URG_00266,Nefes darlığı var. Konuşurken zorlanıyor.,synthetic_tr_final,URGENT,0,0.6
TR_URG_00267,Düştüm. Kolum çok ağrıyor ve şişti.,synthetic_tr_final,URGENT,0,0.6
TR_URG_00268,Nefes nefes kaldım. Yardım lazım.,synthetic_tr_final,URGENT,0,0.5
TR_CRIT_00398,"Şey, trafik kazası! Birçok yaralı! Ambulans lazım!",synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_00399,İmdaaat! Hava alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_00400,"Alo, bir kadın ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.68
TR_URG_00269,Önümde biri yere düştü. Kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.45
TR_CRIT_00401,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.81
TR_URG_00270,"Biri yere düştü, başını çarptı ve sersemledi.",synthetic_tr_final,URGENT,0,0.58
TR_CRIT_00402,"Lütfen, yardım Yardım Yardım! Bilincini kaybetti!",synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_00403,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_00404,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_00405,"Alo, kardeşim fenalaştı ve nefes almıyor! Çabuk gelin!",synthetic_tr_final,CRITICAL,1,0.74
TR_URG_00271,"Merhaba, annem fenalaştı. Şu an oturuyor ama iyi görünmüyor.",synthetic_tr_final,URGENT,0,0.44
TR_URG_00272,"Biri yere düştü, başını çarptı ve sersemledi.",synthetic_tr_final,URGENT,0,0.5
TR_URG_00273,Ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.,synthetic_tr_final,URGENT,0,0.45
TR_CRIT_00406,Hemen hemen hemen! Çabuk çabuk!,synthetic_tr_final,CRITICAL,1,0.73
TR_URG_00274,Ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.,synthetic_tr_final,URGENT,0,0.57
TR_URG_00275,Kasığımda yanma oluyor. Oturmakta zorlanıyorum.,synthetic_tr_final,URGENT,0,0.57
TR_CRIT_00407,"Şey, yaaaardım! Hava alamıyorum! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.85
TR_URG_00276,alo kasığımda çok acıyor. oturmakta zorlanıyorum.,synthetic_tr_final,URGENT,0,0.48
TR_URG_00277,"Ateş var, 41 derece. Nefes alırken yanma oluyor.",synthetic_tr_final,URGENT,0,0.58
TR_CRIT_00408,Komşum kan kusuyor! Çok kötü durumda! Acil yardim!,synthetic_tr_final,CRITICAL,1,0.76
TR_URG_00278,Bir kişi baygın gibi oldu ama şimdi gözünü açtı.,synthetic_tr_final,URGENT,0,0.6
TR_CRIT_00409,"Şey, kalp atışım çok hızlı! ölüyor! Yardım!",synthetic_tr_final,CRITICAL,1,0.7
TR_MON_00092,"Şey, boğazımda şişlik var. Soğuk algınlığı gibi geliyor.",synthetic_tr_final,NON_URGENT,0,0.18
TR_URG_00279,"Ateş var, 41 derece. Nefes alırken yanma oluyor.",synthetic_tr_final,URGENT,0,0.57
TR_URG_00280,Başım çok acıyor. Gözüm kararıyor. Çok kötüyüm.,synthetic_tr_final,URGENT,0,0.48
TR_CRIT_00410,kalp atışı yok kalp atışı yok kalp atışı yok!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_00411,kardeşim kan kusuyor! çok kötü durumda! acil yardım!,synthetic_tr_final,CRITICAL,1,0.82
TR_URG_00281,Önümde biri yere düştü. Kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.44
TR_URG_00282,önümde biri yere düştü. kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.48
TR_CRIT_00412,"Lütfen, annem yere yığıldı! Baygın! Hemen ambulans gönderin!",synthetic_tr_final,CRITICAL,1,0.74
TR_MON_00093,"Boğazımda hafif yanma var, acil gibi durmuyor.",synthetic_tr_final,NON_URGENT,0,0.27
TR_URG_00283,Eşim yaralandı. Hareket etmekte zor nefes alıyor.,synthetic_tr_final,URGENT,0,0.54
TR_URG_00284,Bir kadın başını çarptı. Kan fışkırıyor. Hemen gelmesini istiyorum.,synthetic_tr_final,URGENT,0,0.54
TR_CRIT_00413,Çabuk Çabuk Çabuk! Bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_00414,Önümde biri yere düştü ve baygın yatıyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_00415,doktor lazım! kardeşim bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.82
TR_MON_00094,"Lütfen, boğazımda şişlik var. Soğuk algınlığı gibi geliyor.",synthetic_tr_final,NON_URGENT,0,0.28
TR_URG_00285,Ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.,synthetic_tr_final,URGENT,0,0.64
TR_CRIT_00416,lütfen lütfen lütfen lütfen!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_00417,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.8
TR_MON_00095,Derimde kızarıklık var. Kaşıntılı ama ağrısız.,synthetic_tr_final,NON_URGENT,0,0.22
TR_CRIT_00418,Nefes darlığı çok arttı! Yığıldım! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.65
TR_CRIT_00419,yardım yardım yardım! acil acil acil!,synthetic_tr_final,CRITICAL,1,0.71
TR_URG_00286,Başım çok acıyor. Gözüm kararıyor. Çok kötüyüm.,synthetic_tr_final,URGENT,0,0.41
TR_CRIT_00420,"Merhaba, hasta ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_00421,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_00422,Yaşlı bir adam ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_00423,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_00424,"Alo, acil Acil Acil! Kalp atışı yok!",synthetic_tr_final,CRITICAL,1,0.82
TR_URG_00287,Annem başını çarptı. Kan fışkırıyor. Hemen gelmesini istiyorum.,synthetic_tr_final,URGENT,0,0.42
TR_URG_00288,Kasığımda batma hissi var. Oturmakta zorlanıyorum.,synthetic_tr_final,URGENT,0,0.61
TR_URG_00289,babam sert düştü. kanama azaldı ama ağrısı sürüyor.,synthetic_tr_final,URGENT,0,0.44
TR_MON_00096,Derimde kızarıklık var. Kaşıntılı ama ağrısız.,synthetic_tr_final,NON_URGENT,0,0.25
TR_URG_00290,Nefes nefes kaldım. Yardım lazım.,synthetic_tr_final,URGENT,0,0.47
TR_CRIT_00425,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_00426,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.65
TR_MON_00097,"Ne yaptığımı bilmiyorum demiyorum, sadece biraz halsizim.",synthetic_tr_final,NON_URGENT,0,0.24
TR_MON_00098,Kolumda hafif ağrı var. Kas krampı olabilir.,synthetic_tr_final,NON_URGENT,0,0.34
TR_URG_00291,Göğsümde baskı var. Nefes darlığı başladı.,synthetic_tr_final,URGENT,0,0.54
TR_CRIT_00427,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.72
TR_URG_00292,Zehirlenmiş olabilir. Kontrol istiyorum.,synthetic_tr_final,URGENT,0,0.53
TR_CRIT_00428,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.68
TR_URG_00293,"Lütfen, başım çok acıyor. Gözüm kararıyor. Çok kötüyüm.",synthetic_tr_final,URGENT,0,0.56
TR_CRIT_00429,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.69
TR_URG_00294,Düştüm. Kolum çok ağrıyor ve şişti.,synthetic_tr_final,URGENT,0,0.54
TR_CRIT_00430,Silah var! yere düştü! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.73
TR_URG_00295,kasığımda çok acıyor oturmakta zorlanıyorum,synthetic_tr_final,URGENT,0,0.61
TR_URG_00296,Nefes darlığı var. Konuşurken zorlanıyor.,synthetic_tr_final,URGENT,0,0.47
TR_URG_00297,"Biri yere düştü, başını çarptı ve sersemledi.",synthetic_tr_final,URGENT,0,0.59
TR_URG_00298,nefes darlığı var. konuşurken zorlanıyor.,synthetic_tr_final,URGENT,0,0.49
TR_URG_00299,"önümde biri yere düştü, şimdi konuşuyor ama kalkamıyor.",synthetic_tr_final,URGENT,0,0.49
TR_CRIT_00431,bakar mısınız lütfen lütfen lütfen! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.72
TR_MON_00099,Kolumda hafif ağrı var. Kas krampı olabilir.,synthetic_tr_final,NON_URGENT,0,0.25
TR_URG_00300,Annem fenalaştı. Şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.58
TR_MON_00100,Beslenme danışmanı önerir misin? Sağlık için.,synthetic_tr_final,NON_URGENT,0,0.24
TR_CRIT_00432,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.67
TR_URG_00301,Eşim başını vurdu. Kanama azaldı ama ağrısı sürüyor.,synthetic_tr_final,URGENT,0,0.59
TR_CRIT_00433,yaaaardım! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.8
TR_URG_00302,Çocuğum fenalaştı. Şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.59
TR_MON_00101,Derimde kızarıklık var. Kaşıntılı ama ağrısız.,synthetic_tr_final,NON_URGENT,0,0.17
TR_CRIT_00434,"Lütfen, baygın biri var! Tepki vermiyor! Hemen gelin!",synthetic_tr_final,CRITICAL,1,0.79
TR_URG_00303,kasığımda yanma oluyor. oturmakta zorlanıyorum.,synthetic_tr_final,URGENT,0,0.52
TR_URG_00304,"Ateş var, 40 derece. Nefes alırken çok acıyor.",synthetic_tr_final,URGENT,0,0.54
TR_CRIT_00435,Nefes darlığı çok arttı! Yığıldım! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.78
TR_URG_00305,düştüm kolum çok ağrıyor ve şişti,synthetic_tr_final,URGENT,0,0.65
TR_CRIT_00436,"lütfen, kaaaaan! çoooook kan!",synthetic_tr_final,CRITICAL,1,0.7
TR_URG_00306,Annem kanıyor. Kan fışkırıyor. Hemen gelmesini istiyorum.,synthetic_tr_final,URGENT,0,0.48
TR_CRIT_00437,Kurtarrrrın! Hava alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_00438,Hemen Hemen Hemen! Bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_00439,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.8
TR_URG_00307,önümde biri yere düştü. kalkamıyor ve çok acıyor diyor.,synthetic_tr_final,URGENT,0,0.46
TR_CRIT_00440,Eşim ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.76
TR_URG_00308,Nefes nefes kaldım. Yardım lazım.,synthetic_tr_final,URGENT,0,0.64
TR_CRIT_00441,Nefes darlığı çok arttı! Yığıldım! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_00442,silah var! kanıyor! çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_00443,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.85
TR_MON_00102,Hafif öksürük var. Dinlenince geçebilir.,synthetic_tr_final,NON_URGENT,0,0.34
TR_URG_00309,"Kolumun üstüne düştüm, çok acıyor ama kanama yok.",synthetic_tr_final,URGENT,0,0.51
TR_URG_00310,Bir kişi baygın gibi oldu ama şimdi gözünü açtı.,synthetic_tr_final,URGENT,0,0.64
TR_URG_00311,"Kolumun üstüne düştüm, çok acıyor ama kanama yok.",synthetic_tr_final,URGENT,0,0.61
TR_CRIT_00444,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.65
TR_CRIT_00445,"Şey, önümde biri yere düştü ve baygın yatıyor! Hemen gelin!",synthetic_tr_final,CRITICAL,1,0.8
TR_URG_00312,Komşum yaralandı. Kan fışkırıyor. Hemen gelmesini istiyorum.,synthetic_tr_final,URGENT,0,0.49
TR_CRIT_00446,Önümde biri yere düştü ve baygın yatıyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_00447,"Lütfen, yaaaardım! Yaşlı bir kadın nefes alamıyor!",synthetic_tr_final,CRITICAL,1,0.66
TR_URG_00313,"Alo, önümde biri yere düştü. Kalkamıyor ve çok acıyor diyor.",synthetic_tr_final,URGENT,0,0.63
TR_URG_00314,Ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.,synthetic_tr_final,URGENT,0,0.61
TR_MON_00103,Boğazımda kızarıklık var. Soğuk algınlığı gibi geliyor.,synthetic_tr_final,NON_URGENT,0,0.19
TR_URG_00315,Ağrı ağrı ağrı. Durmuyor. Tıbbi yardım lazım.,synthetic_tr_final,URGENT,0,0.5
TR_MON_00104,Ayağımı biraz burktum. Üstüne basabiliyorum.,synthetic_tr_final,NON_URGENT,0,0.29
TR_URG_00316,Arkadaşım fenalaştı. Şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.41
TR_CRIT_00448,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.8
TR_URG_00317,"Alo, düştüm. Kolum çok ağrıyor ve şişti.",synthetic_tr_final,URGENT,0,0.41
TR_URG_00318,merhaba ağrı ağrı ağrı. durmuyor. tıbbi yardım lazım.,synthetic_tr_final,URGENT,0,0.42
TR_MON_00105,"Şey, canım biraz acıyor ama dayanılmayacak gibi değil.",synthetic_tr_final,NON_URGENT,0,0.3
TR_CRIT_00449,Doktor lazım! Hasta bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_00450,Doktor lazım! Eşim bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.8
TR_URG_00319,komşum fenalaştı. şu an oturuyor ama iyi görünmüyor.,synthetic_tr_final,URGENT,0,0.57
TR_CRIT_00451,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.77
TR_MON_00106,"Şey, başım ağrıyor. Normal ilaçla geçer sanırım.",synthetic_tr_final,NON_URGENT,0,0.15
TR_CRIT_00452,Baygin biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_00453,merhaba göğsüm çok kötü sıkışıyor! nefes alamiyoum! yardım edin!,synthetic_tr_final,CRITICAL,1,0.75
