id,file_name,title,date,state,civilian_initiated,deaths,potential_death,false_alarm,text_raw,text_clean,label_category_suggested,label_triage_suggested,red_flags_suggested,category_hits,triage_hits,suggestion_confidence,label_category_gold,label_triage_gold,red_flags_gold,reviewed_by,review_notes
159,call_159.mp3,Intruder shooting,6/11,Florida,1.0,1.0,1.0,0.0,"Intruder shooting – In June 2011 a thief arrived via WaveRunner at a Miami Shores house to steal a boat, but was spotted by the residents who used a shotgun to fire at him. During a 911 call, a mother yelled at her son to “get the gun,” and shortly after the son fired the shotgun, fatally wounding the suspect. Read","intruder shooting – in june 2011 a thief arrived via waverunner at a miami shores house to steal a boat, but was spotted by the residents who used a shotgun to fire at him. during a 911 call, a mother yelled at her son to “get the gun,” and shortly after the son fired the shotgun, fatally wounding the suspect. read",fire,CRITICAL,1,fire,shooting,0.99,fire,CRITICAL,1,,
160,call_160.mp3,Child birth,7/11,Utah,1.0,0.0,1.0,0.0,"Child birth – In July 2011 a couple pulled over along I-215 near Salt Lake City (Utah) and the father dialed 911 for help. However, he put the phone down before he could receive help from the dispatcher.","child birth – in july 2011 a couple pulled over along i-215 near salt lake city (utah) and the father dialed 911 for help. however, he put the phone down before he could receive help from the dispatcher.",other,CRITICAL,1,,,0.55,other,CRITICAL,1,,
161,call_161.mp3,Officer injured,6/11,Maryland,0.0,0.0,1.0,0.0,"Officer injured – In June 2011 Baltimore (Md.) police Off. Teresa Rigby fell from an Interstate highway overpass while handling an auto accident, landing 20 feet below. Citizens dialed 911 and officers responded.","officer injured – in june 2011 baltimore (md.) police off. teresa rigby fell from an interstate highway overpass while handling an auto accident, landing 20 feet below. citizens dialed 911 and officers responded.",other,CRITICAL,1,,,0.55,other,CRITICAL,1,,
162,call_162.mp3,Homicide,7/11,North Carolina,1.0,1.0,1.0,0.0,"Homicide – In July 2011 a Wilmington (NC) man returned home and found his fiancé dead, and then he dialed 911. Police are investigating Carol Ann Johnson’s death.","homicide – in july 2011 a wilmington (nc) man returned home and found his fiancé dead, and then he dialed 911. police are investigating carol ann johnson’s death.",crime,CRITICAL,1,homicide,,0.99,crime,CRITICAL,1,,
163,call_163.mp3,Heatstroke death,7/11,Kentucky,1.0,1.0,1.0,0.0,"Heatstroke death – In July 2011 a man working with a landscaping crew collapsed outside of a medical clinic, and a crew member dialed 911. The father of Cody Johns came on the phone to say that his son had been turned away from the clinic, creating some controversy when the victim later died at a hospital with a body temperature of 110°.","heatstroke death – in july 2011 a man working with a landscaping crew collapsed outside of a medical clinic, and a crew member dialed 911. the father of cody johns came on the phone to say that his son had been turned away from the clinic, creating some controversy when the victim later died at a hospital with a body temperature of 110°.",medical,CRITICAL,1,"stroke, collapse",stroke,0.99,medical,CRITICAL,1,,
164,call_164.mp3,Shooting,7/11,Florida,1.0,1.0,1.0,0.0,Shooting – In July 2011 a woman dialed 911 from College Park (Fla.) to report her boyfriend had been shot. Police later arrested Caryn Kelley for murder.,shooting – in july 2011 a woman dialed 911 from college park (fla.) to report her boyfriend had been shot. police later arrested caryn kelley for murder.,crime,CRITICAL,1,"shooting, shot, murder",shooting,0.99,crime,CRITICAL,1,,
165,call_165.mp3,Helicopter crash,7/11,New Jersey,1.0,0.0,1.0,0.0,"Helicopter crash – In July 2011 a small helicopter crashed near South Brunswick (NJ), and witnesses called 911, including one person who walked over to the chopper to check on the occupants during the call.","helicopter crash – in july 2011 a small helicopter crashed near south brunswick (nj), and witnesses called 911, including one person who walked over to the chopper to check on the occupants during the call.",other,CRITICAL,1,,crash,0.8,other,CRITICAL,1,,
166,call_166.mp3,Officer shooting,8/11,California,0.0,1.0,1.0,0.0,Officer shooting – In August 2011 a San Diego police officer was shot and killed in his patrol car by a suspect in a previous shooting. A citizen used Off. Jeremy Henwood’s radio to call for help. A local radio scanner,officer shooting – in august 2011 a san diego police officer was shot and killed in his patrol car by a suspect in a previous shooting. a citizen used off. jeremy henwood’s radio to call for help. a local radio scanner,crime,CRITICAL,1,"shooting, shot, suspect",shooting,0.99,crime,CRITICAL,1,,
167,call_167.mp3,first 911 call,8/11,Ohio,1.0,8.0,1.0,0.0,"first 911 call Multiple murders – In August 2011 a man in Copley (Ohio) shot eight people, killing seven of them, and then killed himself. Police believe the shootings stemmed from a dispute with family and neighbors. The","first 911 call multiple murders – in august 2011 a man in copley (ohio) shot eight people, killing seven of them, and then killed himself. police believe the shootings stemmed from a dispute with family and neighbors. the",crime,CRITICAL,1,"shooting, shot, murder",shooting,0.99,crime,CRITICAL,1,,
168,call_168.mp3,Stabbing murder,8/11,Ohio,1.0,1.0,1.0,0.0,"Stabbing murder – In August 2011 a Lorain County (Ohio) corrections officer dialed 911 to say that he had stabbed his wife to death. Dispatcher Joy Sanchez answered the call and handled the tense situation, audibly affected by her personal acquaintance with William Dembie.","stabbing murder – in august 2011 a lorain county (ohio) corrections officer dialed 911 to say that he had stabbed his wife to death. dispatcher joy sanchez answered the call and handled the tense situation, audibly affected by her personal acquaintance with william dembie.",crime,CRITICAL,1,"stab, stabbing, murder",stabbing,0.99,crime,CRITICAL,1,,
169,call_169.mp3,Hoax kidnapping,8/11,Colorado,1.0,0.0,0.0,1.0,Hoax kidnapping – In August 2011 a 15 year-old in Aurora (Colo.) allegedly dialed 911 and falsely claimed an intruder was at her home to kidnap her. Police believe Jasmine Fike made the call to cover up her leaving home with a known criminal.,hoax kidnapping – in august 2011 a 15 year-old in aurora (colo.) allegedly dialed 911 and falsely claimed an intruder was at her home to kidnap her. police believe jasmine fike made the call to cover up her leaving home with a known criminal.,crime,NON_URGENT,0,kidnap,,0.8,crime,NON_URGENT,0,,
170,call_170.mp3,Train accident,9/11,Colorado,1.0,0.0,1.0,0.0,"Train accident – In Sept. 2011 a 17 year-old girl and three friends tried to hop a freight train in Longmont (Colo.) back to Fort Collins. The friends were successful, but the girl fell and both legs were severed by the train’s wheels. A passing former EMT and nurse rushed to the girl aid and treated her until EMS units arrived. The former EMT dialed 911 to describe the scene.","train accident – in sept. 2011 a 17 year-old girl and three friends tried to hop a freight train in longmont (colo.) back to fort collins. the friends were successful, but the girl fell and both legs were severed by the train’s wheels. a passing former emt and nurse rushed to the girl aid and treated her until ems units arrived. the former emt dialed 911 to describe the scene.",other,CRITICAL,1,,,0.55,other,CRITICAL,1,,
171,call_171.mp3,iHop shooting,9/11,Nevada,1.0,5.0,1.0,0.0,"iHop shooting – In Sept. 2011 a man walked into a Carson City (Nev.) iHop restaurant and began shooting with an AK-47 type weapon, killing four persons and wounding seven, some of them National Guard members. He then killed himself. Several people dialed 911 for help. (First call above link, subsequent calls","ihop shooting – in sept. 2011 a man walked into a carson city (nev.) ihop restaurant and began shooting with an ak-47 type weapon, killing four persons and wounding seven, some of them national guard members. he then killed himself. several people dialed 911 for help. (first call above link, subsequent calls",crime,CRITICAL,1,shooting,shooting,0.99,crime,CRITICAL,1,,
172,call_172.mp3,Murder 911,9/11,North Carolina,1.0,1.0,0.0,0.0,Murder 911 – In Sept. 2011 a Wilmington (NC) man dialed 911 to report he had accidentally shot his wife in the head. Police responded and later charged Davis Ray Belton with murder.,murder 911 – in sept. 2011 a wilmington (nc) man dialed 911 to report he had accidentally shot his wife in the head. police responded and later charged davis ray belton with murder.,crime,CRITICAL,0,"shot, murder",,0.85,crime,CRITICAL,0,,
173,call_173.mp3,Murder 911,9/06,Canada,1.0,1.0,0.0,0.0,"Murder 911 – In Sept. 2006 an 83 year-old Eddmonton (Canada) man dialed 911 and immediately reported, “I have smothered my wife.” Noel Lavery was charged with murder and went to trial in Sept. 2011, where the call was played in court.","murder 911 – in sept. 2006 an 83 year-old eddmonton (canada) man dialed 911 and immediately reported, “i have smothered my wife.” noel lavery was charged with murder and went to trial in sept. 2011, where the call was played in court.",crime,CRITICAL,0,murder,,0.85,crime,CRITICAL,0,,
174,call_174.mp3,Shark bite,9/11,Florida,1.0,0.0,0.0,0.0,Shark bite – In Sept. 2011 a group was fishing off Manatee (Fla.) when a man was bitten by a shark. A woman in the group dialed 911 and reached A-shift Manatee County dispatcher Amy Todd.,shark bite – in sept. 2011 a group was fishing off manatee (fla.) when a man was bitten by a shark. a woman in the group dialed 911 and reached a-shift manatee county dispatcher amy todd.,other,URGENT,0,,,0.35,other,URGENT,0,,
175,call_175.mp3,Burglary shooting,4/11,Washington,1.0,1.0,1.0,0.0,"Burglary shooting – In April 2011 two men burglarized a Seattle (Wash.) business, where a worker was sleeping in response to several prior burglaries. The employee shot and killed one suspect, and then dialed 911 for help.","burglary shooting – in april 2011 two men burglarized a seattle (wash.) business, where a worker was sleeping in response to several prior burglaries. the employee shot and killed one suspect, and then dialed 911 for help.",crime,CRITICAL,1,"burglary, shooting, shot, suspect",shooting,0.99,crime,CRITICAL,1,,
176,call_176.mp3,Multiple shootings,10/11,California,1.0,8.0,1.0,0.0,"Multiple shootings – In Oct. 2011 a man entered a Seal Beach (S. Calif.) beauty salon, fatally shot his wife, and then shot several other customers. Eight persons were killed and Scott Dekraai was arrested nearby by police.","multiple shootings – in oct. 2011 a man entered a seal beach (s. calif.) beauty salon, fatally shot his wife, and then shot several other customers. eight persons were killed and scott dekraai was arrested nearby by police.",crime,CRITICAL,1,"shooting, shot",shooting,0.99,crime,CRITICAL,1,,
177,call_177.mp3,Murder 911 call,10/11,New York,1.0,2.0,1.0,0.0,Murder 911 call – In Oct. 2011 a Mountain Lakes (NJ) man dialed 911 to report he had just killed a co-worker. Leonardo Parera explained he was now sitting in a car and armed. He fired on arriving police and was killed by returning gunfire.,murder 911 call – in oct. 2011 a mountain lakes (nj) man dialed 911 to report he had just killed a co-worker. leonardo parera explained he was now sitting in a car and armed. he fired on arriving police and was killed by returning gunfire.,fire,CRITICAL,1,fire,,0.99,fire,CRITICAL,1,,
178,call_178.mp3,Runaway car,10/11,California,1.0,0.0,1.0,0.0,"Runaway car – In Oct. 2011 a woman driving in La Cañada (S. Calif.) had her accelerator stick, and dialed 911 for help. The call was fielded by Los Angeles County sheriff’s dispatcher Richard Engersbach, who helped her stop the car.","runaway car – in oct. 2011 a woman driving in la cañada (s. calif.) had her accelerator stick, and dialed 911 for help. the call was fielded by los angeles county sheriff’s dispatcher richard engersbach, who helped her stop the car.",other,CRITICAL,1,,,0.55,other,CRITICAL,1,,
179,call_179.mp3,Mass shooting,10/11,California,1.0,4.0,1.0,0.0,"Mass shooting – In Oct. 2011 an upset employee at a Cupertino (N. Calif.) cement factory shot 10 people, killing two, and then fled. Several employees dialed 911 for help. Hours later Shareef Allman shot and killed a woman several miles away and took her car. The next day Allman killed himself when confronted by deputies.","mass shooting – in oct. 2011 an upset employee at a cupertino (n. calif.) cement factory shot 10 people, killing two, and then fled. several employees dialed 911 for help. hours later shareef allman shot and killed a woman several miles away and took her car. the next day allman killed himself when confronted by deputies.",crime,CRITICAL,1,"shooting, shot",shooting,0.99,crime,CRITICAL,1,,
180,call_180.mp3,Murder-suicide,4/11,New York,1.0,1.0,1.0,0.0,"Murder-suicide – In April 2011 a man in Elyria (NY) dialed 911 to report he had killed his wife. However, the 911 calltaker talked over his confession and did not hear what Virgil McCoy said. The call was then transferred to Elyria police, and the cellular connection was dropped. McCoy and his wife weren’t found until 14 hours later.","murder-suicide – in april 2011 a man in elyria (ny) dialed 911 to report he had killed his wife. however, the 911 calltaker talked over his confession and did not hear what virgil mccoy said. the call was then transferred to elyria police, and the cellular connection was dropped. mccoy and his wife weren’t found until 14 hours later.",crime,CRITICAL,1,murder,,0.99,crime,CRITICAL,1,,
181,call_181.mp3,Murder,8/11,Idaho,1.0,1.0,1.0,0.0,"Murder – In August 2011 a University of Idaho professor shot and killed one of his students, with whom is was having a relationship. Katy Benoit was on the back porch of her apartment, and the gunshots prompted roommates to run from the building, get in a car and drive away as they dialed 911.","murder – in august 2011 a university of idaho professor shot and killed one of his students, with whom is was having a relationship. katy benoit was on the back porch of her apartment, and the gunshots prompted roommates to run from the building, get in a car and drive away as they dialed 911.",crime,CRITICAL,1,"gun, gunshot, shot, murder",gunshot,0.99,crime,CRITICAL,1,,
182,call_182.mp3,Home attack,10/11,South Carolina,1.0,1.0,1.0,0.0,"Home attack – In Oct. 2011 unknown suspects fired a shotgun several times at a family’s home in Charleston (SC), wounding the father and fatally wounding a 5 year-old girl. The mother dialed 911 for help first, and the wounded father also called.","home attack – in oct. 2011 unknown suspects fired a shotgun several times at a family’s home in charleston (sc), wounding the father and fatally wounding a 5 year-old girl. the mother dialed 911 for help first, and the wounded father also called.",fire,CRITICAL,1,fire,,0.99,fire,CRITICAL,1,,
183,call_183.mp3,Double murder,10/11,Illinois,1.0,2.0,1.0,0.0,Double murder – In Oct. 2011 a man stabbed his daughter and granddaughter inside their Chicago apartment. Miguel Renteria dialed 911 to confess the crime and was arrested by police.,double murder – in oct. 2011 a man stabbed his daughter and granddaughter inside their chicago apartment. miguel renteria dialed 911 to confess the crime and was arrested by police.,crime,CRITICAL,1,"stab, murder",,0.99,crime,CRITICAL,1,,
184,call_184.mp3,DUI call,11/11,Florida,1.0,0.0,0.0,0.0,"DUI call – In Nov. 2011 a man in Jacksonville (Fla.) dialed 911 to report a possible DUI driver, and stayed on the call for 12 minutes, reporting his location. Police officials are concerned the call wasn’t handled properly: the man told the mostly-silent calltaker that he had run a red traffic signal to continue his pursuit of the vehicle.","dui call – in nov. 2011 a man in jacksonville (fla.) dialed 911 to report a possible dui driver, and stayed on the call for 12 minutes, reporting his location. police officials are concerned the call wasn’t handled properly: the man told the mostly-silent calltaker that he had run a red traffic signal to continue his pursuit of the vehicle.",other,URGENT,0,,,0.35,other,URGENT,0,,
185,call_185.mp3,Hiding in closet,11/11,Colorado,1.0,0.0,1.0,0.0,Hiding in closet – In Nov. 2011 a Colorado Springs (Colo.) woman hid in a closet when two men approached the house and tried to burglarize it.,hiding in closet – in nov. 2011 a colorado springs (colo.) woman hid in a closet when two men approached the house and tried to burglarize it.,other,CRITICAL,1,,,0.55,other,CRITICAL,1,,
186,call_186.mp3,Stabbings,11/11,Florida,1.0,0.0,1.0,0.0,"Stabbings – In Nov. 2011 Thomas Fey stabbed is parents outside Orlando (Fla.) and then fled. The victims staggered outside, where a neighbor spotted them and dialed 911. The neighbor (armed with a pistol) described the scene, the getaway car, and searched for the second victim while on the phone with a Volusia County sheriff’s dispatcher.","stabbings – in nov. 2011 thomas fey stabbed is parents outside orlando (fla.) and then fled. the victims staggered outside, where a neighbor spotted them and dialed 911. the neighbor (armed with a pistol) described the scene, the getaway car, and searched for the second victim while on the phone with a volusia county sheriff’s dispatcher.",crime,CRITICAL,1,"stab, stabbing",stabbing,0.8,crime,CRITICAL,1,,
187,call_187.mp3,Wrong-way accident,12/11,Louisiana,1.0,2.0,1.0,0.0,"Wrong-way accident – In Dec. 2011 a woman drove the wrong way on I-80 outside New Orleans (La.), and several people dialed 911 to report it before she crashed, killing herself and another motorist.","wrong-way accident – in dec. 2011 a woman drove the wrong way on i-80 outside new orleans (la.), and several people dialed 911 to report it before she crashed, killing herself and another motorist.",other,CRITICAL,1,,crash,0.99,other,CRITICAL,1,,
188,call_188.mp3,Murder-suicide,12/11,Texas,1.0,5.0,1.0,0.0,"Murder-suicide – In Dec. 2011 a Bay City (BC) man shot and killed his four children (ages 5 years to 18 months), shot his wife and then killed himself. School children walking past the trailer park noticed Jose Avila firing at his wife outside the trailer home, and dialed 911.","murder-suicide – in dec. 2011 a bay city (bc) man shot and killed his four children (ages 5 years to 18 months), shot his wife and then killed himself. school children walking past the trailer park noticed jose avila firing at his wife outside the trailer home, and dialed 911.",crime,CRITICAL,1,"shot, murder",,0.99,crime,CRITICAL,1,,
189,call_189.mp3,Workplace shooting,12/11,California,1.0,3.0,1.0,0.0,"Workplace shooting – In Dec. 2011 an employee of Southern California Edison in Irwindale (S. Calif.) shot several co-workers and then killed himself. Several people dialed 911, including a security guard for the facility, who believed the shooting was occurring outside (it was actually inside the building). Two people and the suspect died.","workplace shooting – in dec. 2011 an employee of southern california edison in irwindale (s. calif.) shot several co-workers and then killed himself. several people dialed 911, including a security guard for the facility, who believed the shooting was occurring outside (it was actually inside the building). two people and the suspect died.",crime,CRITICAL,1,"shooting, shot, suspect",shooting,0.99,crime,CRITICAL,1,,
190,call_190.mp3,Hiding in closet,12/11,Florida,1.0,0.0,1.0,0.0,Hiding in closet – In Dec. 2011 two burglars entered an Orange County (Fla.) home while the 17 year-old resident hid in an upstairs closet and dialed 911 to talk to a sheriff’s dispatcher. The burglars left and later crashed when they ran through a red light.,hiding in closet – in dec. 2011 two burglars entered an orange county (fla.) home while the 17 year-old resident hid in an upstairs closet and dialed 911 to talk to a sheriff’s dispatcher. the burglars left and later crashed when they ran through a red light.,other,CRITICAL,1,,crash,0.8,other,CRITICAL,1,,
191,call_191.mp3,Murder,12/11,Florida,1.0,1.0,1.0,0.0,"Murder – In Dec. 2011 a woman dialed 911 from her Spring Hill (Fla.) home to confess that she had killed her husband. A Hernando County sheriff’s dispatcher trainee Kristy Lang answered the call, but then her trainer Samantha Johnson took over the call.","murder – in dec. 2011 a woman dialed 911 from her spring hill (fla.) home to confess that she had killed her husband. a hernando county sheriff’s dispatcher trainee kristy lang answered the call, but then her trainer samantha johnson took over the call.",crime,CRITICAL,1,murder,,0.99,crime,CRITICAL,1,,
192,call_192.mp3,Burglary suspect shot,1/12,North Carolina,1.0,0.0,1.0,0.0,Burglary suspect shot – In Jan. 2012 a Henderson (NC) teenage shot and wounded a man who had broken out the back glass door of the house. A Vance County sheriff’s dispatcher kept the 19 year-old on the line for 13 minutes as deputies responded.,burglary suspect shot – in jan. 2012 a henderson (nc) teenage shot and wounded a man who had broken out the back glass door of the house. a vance county sheriff’s dispatcher kept the 19 year-old on the line for 13 minutes as deputies responded.,crime,CRITICAL,1,"burglary, shot, suspect",broken,0.8,crime,CRITICAL,1,,
193,call_193.mp3,Accident hunting shooting,12/11,Massachusetts,1.0,0.0,1.0,0.0,"Accident hunting shooting – In Dec. 2011 a deer hunter in Norton (Mass.) accidentally shot and wounded a woman walking her two dogs. The man dialed 911 from a rural farm to report the incident, and had trouble guiding emergency units to the scene.","accident hunting shooting – in dec. 2011 a deer hunter in norton (mass.) accidentally shot and wounded a woman walking her two dogs. the man dialed 911 from a rural farm to report the incident, and had trouble guiding emergency units to the scene.",crime,CRITICAL,1,"shooting, shot",shooting,0.8,crime,CRITICAL,1,,
194,call_194.mp3,School shooting,1/12,Texas,1.0,1.0,1.0,0.0,"School shooting – In Jan. 2012 a student at Cummings Middle School in Brownsville (Tex.) brandished a pellet pistol, and the assistant principal dialed 911. A Brownsville dispatcher talked to the woman as the event unfolded. Officers confronted the youth, believed the gun was real and fatally shot him.","school shooting – in jan. 2012 a student at cummings middle school in brownsville (tex.) brandished a pellet pistol, and the assistant principal dialed 911. a brownsville dispatcher talked to the woman as the event unfolded. officers confronted the youth, believed the gun was real and fatally shot him.",crime,CRITICAL,1,"gun, shooting, shot",shooting,0.99,crime,CRITICAL,1,,
195,call_195.mp3,Train fatality,1/12,Ohio,1.0,1.0,1.0,0.0,"Train fatality – In Jan. 2012 two teens were walking on railroad tracks in Stark County (Ohio) when they failed to hear a train behind them. One youth was struck and killed, and his friend dialed 911 for help.","train fatality – in jan. 2012 two teens were walking on railroad tracks in stark county (ohio) when they failed to hear a train behind them. one youth was struck and killed, and his friend dialed 911 for help.",other,CRITICAL,1,,,0.8,other,CRITICAL,1,,
196,call_196.mp3,Wal-Mart shooting,1/12,Wisconsin,1.0,1.0,1.0,0.0,"Wal-Mart shooting – In Jan. 2012 two men were confronted by a gunman in a Sheboygan (Wisc.) Wal-Mart parking lot. Both were shot, and one died. Another friend dialed 911.","wal-mart shooting – in jan. 2012 two men were confronted by a gunman in a sheboygan (wisc.) wal-mart parking lot. both were shot, and one died. another friend dialed 911.",crime,CRITICAL,1,"gun, shooting, shot",shooting,0.99,crime,CRITICAL,1,,
197,call_197.mp3,Husband Shot,3/11,Michigan,1.0,1.0,1.0,0.0,"Husband Shot – In March 2011 Katharine Mishler dialed 911 in Ypsilanti County (Mich.) to say she had shot an intruder that she did not know or recognize. However, arriving police determined the dead victim was her husband. A trial began in Jan. 2011.","husband shot – in march 2011 katharine mishler dialed 911 in ypsilanti county (mich.) to say she had shot an intruder that she did not know or recognize. however, arriving police determined the dead victim was her husband. a trial began in jan. 2011.",crime,CRITICAL,1,shot,,0.99,crime,CRITICAL,1,,
198,call_198.mp3,911 call during burglary,1/12,California,1.0,0.0,1.0,0.0,"911 call during burglary – In Jan. 2012 a boy in Valinda (Los Angeles County, Calif.) dialed 911 while hiding under his bedsheets when a burglar broke into his home. When deputies arrived, the suspect pretended to be the resident, but was arrested.","911 call during burglary – in jan. 2012 a boy in valinda (los angeles county, calif.) dialed 911 while hiding under his bedsheets when a burglar broke into his home. when deputies arrived, the suspect pretended to be the resident, but was arrested.",crime,CRITICAL,1,"burglary, suspect",,0.8,crime,CRITICAL,1,,
199,call_199.mp3,Death discovered,1/12,Michigan,1.0,1.0,0.0,0.0,Death discovered – In Jan. 2012 a man in Romulus (Mich.) discovered his father dead with a plastic bag over his head. The son dialed 911 to report what he found. Police are investigating the incident as a homicide.,death discovered – in jan. 2012 a man in romulus (mich.) discovered his father dead with a plastic bag over his head. the son dialed 911 to report what he found. police are investigating the incident as a homicide.,crime,CRITICAL,0,homicide,,0.85,crime,CRITICAL,0,,
200,call_200.mp3,Murder-suicide,1/12,Illinois,1.0,2.0,1.0,0.0,"Murder-suicide – In Jan. 2012 a woman returned home to her Mundelein (Ill.) apartment to find her roommate stabbed. Alina Rybnikova later died, and police found her mother’s ex-boyfriend dead in a nearby car, apparently from a suicide. The mother was also stabbed, but survived.","murder-suicide – in jan. 2012 a woman returned home to her mundelein (ill.) apartment to find her roommate stabbed. alina rybnikova later died, and police found her mother’s ex-boyfriend dead in a nearby car, apparently from a suicide. the mother was also stabbed, but survived.",crime,CRITICAL,1,"stab, murder",,0.99,crime,CRITICAL,1,,
201,call_201.mp3,Bank robbery,1/12,Ohio,1.0,0.0,0.0,0.0,"Bank robbery – In Jan. 2012 Frank Coleman allegedly robbed the U.S. Bank on Court St. in Cincinnati. He then drove to a nearby mall, and about 30 minutes later dialed 911 to turn himself in.","bank robbery – in jan. 2012 frank coleman allegedly robbed the u.s. bank on court st. in cincinnati. he then drove to a nearby mall, and about 30 minutes later dialed 911 to turn himself in.",crime,URGENT,0,robbery,,0.6,crime,URGENT,0,,
202,call_202.mp3,Gunman on balcony,1/12,North Carolina,0.0,0.0,1.0,0.0,Gunman on balcony – In Jan. 2012 a ex-soldier set a fire in his Fort Bragg (NC) apartment and then began shooting at arriving police. Neighbors called police to report the fire-shooting. Joshua Eisenhauer was shot twice by snipers but survived.,gunman on balcony – in jan. 2012 a ex-soldier set a fire in his fort bragg (nc) apartment and then began shooting at arriving police. neighbors called police to report the fire-shooting. joshua eisenhauer was shot twice by snipers but survived.,fire,CRITICAL,1,fire,shooting,0.8,fire,CRITICAL,1,,
203,call_203.mp3,Casino child,1/12,Connecticut,1.0,0.0,0.0,0.0,Casino child – In Jan. 2012 a 5 year-old dialed 911 from the Mohegan Casino near Hartford (Conn.) to say he was in the hotel room alone while his mother gambled. A friendly Tribal Police dispatcher talked to the child while officers responded. They later arrested the mother for child neglect and an immigration warrant.,casino child – in jan. 2012 a 5 year-old dialed 911 from the mohegan casino near hartford (conn.) to say he was in the hotel room alone while his mother gambled. a friendly tribal police dispatcher talked to the child while officers responded. they later arrested the mother for child neglect and an immigration warrant.,other,URGENT,0,,,0.35,other,URGENT,0,,
204,call_204.mp3,Murder,1/12,North Carolina,1.0,1.0,1.0,0.0,"Murder – In Jan. 2012 a Charlotte (NC) man received a telephone call from his girlfriend’s phone, but heard only a commotion in the background before it was hung up. The girlfriend worked at a restaurant, and she did not return home from work. Three hours later the boyfriend dialed 911 to report she had not returned home, and believed the restaurant was being robbed. The calltaker misheard the address and restaurant name. Officers did not locate the restaurant, and found the girlfriend’s body the next morning when workers arrived at the restaurant. Read more","murder – in jan. 2012 a charlotte (nc) man received a telephone call from his girlfriend’s phone, but heard only a commotion in the background before it was hung up. the girlfriend worked at a restaurant, and she did not return home from work. three hours later the boyfriend dialed 911 to report she had not returned home, and believed the restaurant was being robbed. the calltaker misheard the address and restaurant name. officers did not locate the restaurant, and found the girlfriend’s body the next morning when workers arrived at the restaurant. read more",crime,CRITICAL,1,murder,,0.99,crime,CRITICAL,1,,
205,call_205.mp3,Hostage situation,1/12,Ohio,1.0,0.0,1.0,0.0,"Hostage situation – In Jan. 2012 a woman entered a Willowick (Ohio) McDonalds, held the manger hostage, and was later shot by police, but survived. The manager dialed 911 to report the incident, and the phone line was open during the entire incident.","hostage situation – in jan. 2012 a woman entered a willowick (ohio) mcdonalds, held the manger hostage, and was later shot by police, but survived. the manager dialed 911 to report the incident, and the phone line was open during the entire incident.",crime,CRITICAL,1,"shot, hostage",,0.8,crime,CRITICAL,1,,
206,call_206.mp3,Interstate pile-up,1/12,Florida,1.0,10.0,1.0,0.0,"Interstate pile-up – In Jan. 2012 dozens of cars crashed into each other along I-75 near Gainesville (Fla.), prompting some motorists to dial 911, even as the collisions continued.","interstate pile-up – in jan. 2012 dozens of cars crashed into each other along i-75 near gainesville (fla.), prompting some motorists to dial 911, even as the collisions continued.",other,CRITICAL,1,,crash,0.99,other,CRITICAL,1,,
207,,radio tape; Officer fatally shot,1/12,Utah,0.0,1.0,0.0,0.0,"radio tape; Officer fatally shot – In Jan. 2012 an Ogden (Utah) regional drug task force was serving a search warrant when the homeowner opened fire, wounding six officers, including one fatally. Listen to the 1-hour main channel","radio tape; officer fatally shot – in jan. 2012 an ogden (utah) regional drug task force was serving a search warrant when the homeowner opened fire, wounding six officers, including one fatally. listen to the 1-hour main channel",fire,CRITICAL,0,fire,,0.85,fire,CRITICAL,0,,
208,call_208.mp3,Shooting &amp; Standoff,2/12,North Carolina,1.0,0.0,1.0,0.0,Shooting &amp; Standoff - In Feb. 2012 a Greensboro (NC) man shot at officers who responded to investigate his behavior after a 911 call from a friend reported he was acting bizarrely. Police safely took the man into custody 15 hours later.,shooting &amp; standoff - in feb. 2012 a greensboro (nc) man shot at officers who responded to investigate his behavior after a 911 call from a friend reported he was acting bizarrely. police safely took the man into custody 15 hours later.,crime,CRITICAL,1,"shooting, shot",shooting,0.8,crime,CRITICAL,1,,
209,call_209.mp3,Bar fatal stabbing,2/12,Illinois,1.0,1.0,1.0,0.0,"Bar fatal stabbing – In Feb. 2012 three patrons of a Naperville (Ill.) bar were stabbed, and one died. Several patrons in the Frankie’s Blue Room bar dialed 911. Shaun Wild was fatally wounded, and two other patrons survived.","bar fatal stabbing – in feb. 2012 three patrons of a naperville (ill.) bar were stabbed, and one died. several patrons in the frankie’s blue room bar dialed 911. shaun wild was fatally wounded, and two other patrons survived.",crime,CRITICAL,1,"stab, stabbing",stabbing,0.99,crime,CRITICAL,1,,
210,call_210.mp3,Burglary,2/12,Florida,1.0,0.0,1.0,0.0,"Burglary – In Feb. 2012 a burglar broke into a Oakland Park (Fla.) home while the occupants were home. A 14 year-old dialed 911 for help while the family hid. Police arrived, rescued the family and then used a canine unit to find the burglar inside.","burglary – in feb. 2012 a burglar broke into a oakland park (fla.) home while the occupants were home. a 14 year-old dialed 911 for help while the family hid. police arrived, rescued the family and then used a canine unit to find the burglar inside.",crime,CRITICAL,1,burglary,,0.8,crime,CRITICAL,1,,
