case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
synth2_non_urgent_nu_43,"Hey, not sure if this is the right number but Someone stole my bike at school. I just noticed it's gone. Let me know what I should do.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_487,"Hi, I'm calling because I found someone passed out at home. They might have taken something. They're breathing but I can't wake them. What should I do?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_671,"We need assistance, A car flipped over at the um, gym! The driver crawled out, they're bleeding from the head but talking to us. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_540,"Good evening, A tree branch fell on the sidewalk at a bank. Blocking the path. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_115,"Hello, I have a question, People are going door to door selling something. Seem legit but wanted to mention it. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_683,"Hello, I just wanted to let you know, There's a homeless person sleeping in the park. They seem okay but it's very cold. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_100,Quick! I found my daughter hanging! I cut them down but they're not breathing! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_418,Please please! A building is on fire and people are on the upper floors! They can't get out! Send an ambulance!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_395,"Hey, I have a question, I have a rash that's spreading. Not painful, just itchy. Should I go to the doctor? Let me know what I should do.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_347,"Hello, I have a question, There's a party next door that's super loud. They won't turn it down. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_216,"Yeah hi, I need to report something, My 91 year old female is complaining of crushing chest pain. Started a few minutes ago. They look really pale. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_116,"Hello, I have a question, I want to report a found cat. It's been in my yard for days. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_102,Jesus! My 55 year old female just had a heart attack I think! They're unconscious!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_708,"I have a question, I'd like to know if there's a warrant out for an old traffic ticket.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_363,No no no! Someone just got hit hit by a truck! They flew through the air! They're on the ground not moving! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_697,"Hi, I found a wallet on the ground at home. What should I do with it? Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_48,Oh God oh God! my roommate was just attacked with a weapon! They're bleeding and barely conscious! Hurry please!,synthetic_v2,crime,CRITICAL,1
synth2_critical_crit_387,Quick! I I think a homeless person is having a stroke! Half their face is drooping and they can't talk! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_482,"Good evening, My 80 year old can't catch their breath. They're wheezing really bad. They have COPD. Please send help.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_763,"Hi there, I just wanted to let you know, My 87 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Let me know what I should do.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_100,"Hi there, not sure if this is the right number but There's graffiti on our building that wasn't there yesterday. Thanks.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_86,"I have a question, I accidentally hit the emergency button. I'm okay, no help needed. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_18,Oh my God! Someone is on on the bridge threatening to jump! Please send help before it's too late! How long until help arrives?,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_669,"Good evening, Something happened, A 62 year old fell at the playground. Their arm looks bent wrong, probably broken. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_298,"Hi there, I need to report something, My 46 year old can't catch their breath. They're wheezing really bad. They have COPD. How long will that take?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_51,Oh God oh God! I found my wife unconscious with empty pill bottles! Their lips are turning blue!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_707,"Hello, I want to report There's a couple fighting at a hotel. Yelling and pushing. No weapons. One person has a bloody nose.",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_121,"Hi, Where do I go to file a police report for insurance purposes? No rush.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_792,"I'm calling because A 19 year old fell at the playground. Their arm looks bent wrong, probably broken. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_460,"I just wanted to let you know, I found an open door at the business next door. Might be nothing. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_577,"Hi there, I got a splinter stuck deep in my foot. Can't get it out. Is this urgent? No rush.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_405,"Yeah hi, I just saw two people break the window of the store at a gas station. They went inside. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_606,"Hi there, I need help, There's a suspicious person following me at a bar. I'm scared. They've been behind me for blocks. Thank you.",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_634,"Yeah hi, I don't know what to do, An elderly female fell in the elevator. They can't get up. Their hip might like, be broken. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_759,"Hello, There's a situation here, My wife um, is pregnant and having contractions really close together. Her water broke. First baby. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_286,"We need assistance, A kitchen fire at a hotel. We used the extinguisher but there's still smoke and it might reignite. Is someone coming?",synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_746,"Hi, not sure if this is the right number but A dog has been barking nonstop for a couple minutes in an apartment building. Owner isn't home. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_127,No no no! Someone is on the the bridge threatening to jump! Please send help before it's too late! I'm so scared!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_520,"Hi, Something happened, Smoke coming from a car at a pharmacy. Getting thicker. No flames visible yet. Thank you.",synthetic_v2,fire,URGENT,0
synth2_urgent_urg_244,"Hey, I need help, My 85 year old is having uh, a seizure! It's been going on since this morning. What do I do? Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_4,"Excuse me, not sure if this is the right number but Somebody egged our house last night. Just want to report it.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_212,"Hi there, not sure if this is the right number but Traffic light not working at the intersection on the rooftop. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_99,this isn't really an emergency but Someone keeps letting their dog poop on my lawn. Can anything be done? Appreciate it.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_131,Quick! A child fell in the pool and isn't breathing! We pulled them out but they're not moving! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_659,Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_250,"Hey, We need assistance, A pregnant woman at a bus stop is in labor. The baby might be coming. She says she can feel it. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_523,"Excuse me, I just wanted to let you know, My neighbor's tree is leaning over my property. It might fall. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_63,"I'm calling because a stranger is having a seizure right now! They're on the ground like, shaking. They're epileptic. Please send help.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_407,it's not urgent or anything but Big pothole on the road at the airport. Someone's gonna damage their car. No rush.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_343,"Hello, I want to report A kitchen like, fire at the train station. We used the extinguisher but there's still smoke and it might reignite. Should I do anything?",synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_561,"Excuse me, this isn't really an emergency but My 77 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Appreciate it.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_392,"Hi there, I just wanted to let you know, Calling back to say the situation resolved. No need to send anyone. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_630,My car got scratched in the parking lot at a hotel. Want to file a report. No rush.,synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_107,"Excuse me, this isn't really an emergency but My 43 year old has a low fever. They seem okay but I wanted to ask.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_491,"Hi, it's not urgent or anything but Somebody egged our house last night. Just want to report it. Whenever you get a chance.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_691,"Hey, We need assistance, My neighbor's boyfriend is screaming at her and banging on the door. She sounded scared. How long will that take?",synthetic_v2,crime,URGENT,0
synth2_critical_crit_194,Help! A female female at the party overdosed on something! They're not responding and their breathing is weird! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_747,"I don't know what to do, I smell gas really strongly in my building. No flames but the smell is overwhelming. Is someone coming?",synthetic_v2,fire,URGENT,1
synth2_non_urgent_nu_76,"Yeah hi, this isn't really an emergency but Stop sign knocked over at the corner in the kitchen. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_332,"Hey, I'm calling because My 33 year old didn't come home from school. It's been over 2 hours. Phone goes to voicemail. What should I do?",synthetic_v2,other,URGENT,0
synth2_non_urgent_nu_110,"I have a question, Someone keeps letting their dog poop on my lawn. Can anything be done? No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_626,"Hello, not sure if this is the right number but Someone parked blocking my driveway. Been here for a few minutes. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_714,"I need to report something, I just saw a car hit a cyclist on the sidewalk. The cyclist is sitting uh, up but their arm looks broken. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_286,it's not urgent or anything but There are teenagers skateboarding in the parking structure. Not an emergency. Thanks for your help.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_6,"Yeah hi, this isn't really an emergency but My neighbor's tree is leaning over my property. It might fall. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_786,"I have a question, Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_62,Please! A child is having a severe allergic reaction! Their face is swelling and they can't breathe! The epipen isn't working! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_731,"Excuse me, I have a question, I'd like to know if there's a warrant out for an old traffic ticket. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_289,There's an active shooter on the sidewalk! People are running! I can hear gunshots! We need help now!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_674,"Hello, not sure if this is the right number but My 28 year old has a low fever. They seem okay but I wanted to ask. Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_248,"Hi there, We need assistance, My 27 year old is having a seizure! It's been going on for a few minutes. like, What do I do? Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_252,Jesus! Someone collapsed at a pharmacy and has no pulse! We need CPR help! I don't know what to do! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_433,"Oh my God! A worker fell off the scaffolding in the basement! They're unconscious, I think their back is broken! Please send help!",synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_726,"I just wanted to let you know, Traffic light not working at the intersection at a restaurant. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_597,"Hello, I just wanted to let you know, There's graffiti on our building that wasn't there yesterday. Thanks.",synthetic_v2,crime,NON_URGENT,0
synth2_critical_crit_191,Help! There's blood everywhere! my son cut themselves badly and it won't stop bleeding!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_129,Jesus! There was a terrible car crash! The car is crushed and the person inside is trapped and not responding!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_75,"Hi there, it's not urgent or anything but Someone stole my bike at a grocery store. I just noticed it's gone. Thanks.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_111,"Hi there, I don't know what to do, I just saw two people break the window of the store in the bathroom. They went inside. Please send help.",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_324,"There's a situation here, a stranger burned their hand on the stove. Big blisters forming. Skin is really red. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_94,Jesus! There's an active shooter shooter in the backyard! People are running! I can hear gunshots! Hurry please!,synthetic_v2,crime,CRITICAL,1
synth2_critical_crit_63,Help! My baby is choking on something! They're turning purple! I can't get it out! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_732,"Hi there, Can someone come? There's a couple fighting at a coffee shop. like, Yelling and pushing. No weapons. One person has a bloody nose. What should I do?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_726,"Hi there, A female at a hotel is having an asthma attack. They're conscious but really struggling to breathe. Thank you.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_58,Quick! My baby stopped breathing! They're only 23 months old! I don't know what happened! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_247,"Hi, There's a small fire at the office. Smoke is um, coming from a trash can. It could spread. How long will that take?",synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_230,"Hi there, not sure if this is the right number but I cut my finger in the kitchen. Not deep but won't stop bleeding. Should I go to urgent care? Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_740,"Good evening, I need to report something, an elderly person has chest tightness uh, and their arm is numb. They have a history of heart problems. Thank you.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_630,"Excuse me, a man burned their hand on the stove. Big blisters forming. Skin is really red. Please send help.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_68,Someone help! a stranger suddenly can't can't move their left side and their speech is all messed up! I think it's a stroke! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_380,"Good evening, I need to report something, a stranger burned their hand on the stove. Big blisters forming. Skin is really red. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_306,it's not urgent or anything but A car has been parked in a handicap spot without a permit at a warehouse. No rush.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_351,"Excuse me, this isn't really an emergency but There's a homeless person sleeping in the park. They seem okay but it's very cold. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_437,Oh no! A child is having a severe allergic reaction! Their face is swelling and they can't breathe! The epipen isn't working! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_156,"Hi there, it's not urgent or anything but There's a car alarm that's been going off since this morning. No one is turning it off.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_284,"Good evening, it's not urgent or anything but There's a party next door that's super loud. They won't turn it down. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_13,Jesus! I found my coworker hanging! I cut them down but they're not breathing!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_416,"Good evening, Can someone come? My kid is having an allergic reaction. Red all over, struggling to like, breathe a little. We gave benadryl. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_281,"Excuse me, Something happened, There's a pregnant woman bleeding heavily. She's about 7 months along. Please send an ambulance. Please send help.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_303,"Yeah hi, Someone is trying to like, break into my house right now! I can hear them at the back door! Can you send someone?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_686,"Good evening, I need to report something, my friend is short of breath and their lips are kind of bluish. They have a lung condition. Please send help.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_280,not sure if this is the right number but I found a wallet on the ground at the park. What should I do with it? Thanks.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_67,"Hey, I don't know what to do, There's someone inside my car going through my stuff in the backyard. They're still there. What should I do?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_287,"Hi, I just wanted to let you know, There's a party next door that's super loud. They won't turn it down.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_584,"Hey, I have a question, There's a car double-parked blocking traffic in the kitchen. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_743,"I'm calling because A motorcycle went like, down on the rooftop. Rider has road rash all over. Conscious but in a lot of pain. What should I do?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_299,Jesus! A gas explosion just just happened! The building is destroyed and I can see injured people! Please come quickly!,synthetic_v2,fire,CRITICAL,1
synth2_critical_crit_301,Oh God oh God! my uncle grabbed their chest and fell down! They're not moving! I think their heart stopped! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_254,Oh no! There's blood everywhere! my wife cut themselves badly and it won't stop bleeding! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_779,"Yeah hi, I want to report I just saw two um, people break the window of the store in the kitchen. They went inside. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_390,"this isn't really an emergency but I want to report a lost dog. Big golden retriever, no collar, wandering on the rooftop. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_116,Hurry! an elderly person just collapsed and isn't breathing! I think it's a heart attack! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_612,"I just saw two people break the window like, of the store at a pharmacy. They went inside. Please send help.",synthetic_v2,crime,URGENT,0
synth2_critical_crit_414,Please please! The house is on fire and an elderly person is still inside! I can't get to them! Please come quickly!,synthetic_v2,fire,CRITICAL,1
synth2_urgent_urg_81,"Good evening, I need help, a child is having a mental health crisis. They're talking about hurting themselves but haven't done anything yet.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_661,"Hello, There's a party next door that's super loud. They won't turn it down. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_617,"Hi there, My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_790,"Something happened, my uncle is having a seizure right now! They're on the ground shaking. They're epileptic. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_619,"Good evening, it's not urgent or anything but I twisted my ankle at the movies. Can put some weight on it. Is this an ER thing? No rush.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_484,"Excuse me, I need to report something, my grandmother fell off a ladder, maybe 8 feet. They landed on their head. In a lot of pain but awake. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_1,"Good evening, I'm calling because A coworker ate something they're allergic to. Hives everywhere and their tongue is swelling. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_19,"Excuse me, Is there a non-emergency number I should call about a noise complaint? Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_107,Oh no! Someone has a knife and they just attacked a person in a parking lot! Victim is on the ground! Please send help!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_740,"Hello, this isn't really an emergency but Someone broke my car window at the movies but didn't take anything. Let me know what I should do.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_254,"Hi, I don't know what to do, A pregnant woman at the airport is in labor. The baby might be coming. She says she can um, feel it. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_662,"I need to report something, I just saw a car hit a cyclist at the beach. The cyclist is sitting up but their arm looks broken. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_289,"Good evening, A man is threatening people at the shopping mall. He's aggressive and yelling. I don't see a weapon but he's big. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_353,"I just wanted to let you know, There's a dead deer on the side of the road at a warehouse. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_41,"Excuse me, Big pothole on the road at a pharmacy. Someone's gonna damage their car.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_104,"Yeah hi, Someone broke my car window at a concert but didn't take anything.",synthetic_v2,crime,NON_URGENT,0
synth2_critical_crit_436,Oh my God! I found my husband hanging! I cut them down but they're not breathing! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_414,"Excuse me, I need help, I smell gas really strongly in my building. No flames but the smell is overwhelming. Can you send someone?",synthetic_v2,fire,URGENT,1
synth2_urgent_urg_274,"We need assistance, A man is threatening people at a stadium. like, He's aggressive and yelling. I don't see a weapon but he's big. How long will that take?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_372,Can someone come? Pedestrian got clipped by a car at a concert. They can walk but their hip is hurting badly. Can you send someone?,synthetic_v2,medical,URGENT,0
synth2_critical_crit_353,Someone collapsed at a daycare and has no pulse! We need CPR help! I don't know what to do! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_374,"Hi there, Something happened, My kid is having an allergic reaction. Red all over, struggling to breathe a little. We gave benadryl.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_166,Please please! A person got hit by a car and they're bleeding from everywhere! They're not moving! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_161,Hurry! my my sister got severe burns from boiling water! Their skin is peeling off! It's really bad!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_787,"Hi, I need help, My 70 year old is having a seizure! It's been going on for about an hour. What do um, I do? Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_117,"Hi there, this isn't really an emergency but Someone stole my bike in the garage. I just noticed it's gone. Thank you.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_33,"Hi, this isn't really an emergency but I cut my finger in the kitchen. Not deep but won't stop bleeding. Should I go to urgent care?",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_512,"Hi, I lost my phone at a church. Is there a lost and found? Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_295,"Something happened, my son has chest tightness and their arm is numb. They have a history of heart problems. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_352,No no no! A man with a machete is attacking people at the park! Someone is badly hurt! We need help now!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_344,"Hey, this isn't really an emergency but My neighbor is burning leaves in their backyard. The smoke is coming into my house. Thank you.",synthetic_v2,fire,NON_URGENT,0
synth2_critical_crit_476,Quick! I found a woman unconscious with empty pill bottles! Their lips are turning blue! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_94,"Good evening, I need to report something, My wife is pregnant and having contractions really close together. Her water broke. um, First baby. Please send help.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_482,"Someone help! A 59 year old just collapsed, one side paralyzed, can't speak! Stroke symptoms!",synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_88,"I just wanted to let you know, Is there a non-emergency number I should call about a noise complaint? No rush.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_665,"Hello, We need assistance, There's a couple fighting at a pharmacy. Yelling and pushing. No weapons. um, One person has a bloody nose. Should I do anything?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_489,Someone is trying to break into my house right now! I can hear them at the back door!,synthetic_v2,crime,URGENT,0
synth2_critical_crit_452,Oh no! A male male got electrocuted in a dorm room! They're on the ground shaking and then went still!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_449,"Hi there, I just wanted to let you know, I cut my finger in the kitchen. Not deep but won't stop bleeding. Should I go to urgent care?",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_24,Quick! my girlfriend is on on the floor not breathing! I'm doing chest compressions but I don't think it's working! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_131,Can someone come? a stranger is having a mental health crisis. They're talking about hurting themselves but haven't done anything yet.,synthetic_v2,medical,URGENT,0
synth2_critical_crit_126,Hurry! my boss got severe burns from boiling water! Their skin is peeling off! It's really bad! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_378,A A child is having a severe allergic reaction! Their face is swelling and they can't breathe! The epipen isn't working! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_157,Oh my God! my roommate was just attacked with a weapon! They're bleeding and barely conscious! They're dying!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_16,"Hey, My mailbox was knocked over. Looks like a car hit it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_128,A drone has been flying over our backyard repeatedly. Kind of creepy. Let me know what I should do.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_781,"Good evening, Stop sign knocked over at the corner at a bank. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_375,"Hi there, Something happened, There's a couple fighting at the office. Yelling and pushing. No weapons. One person has a bloody nose. Should I do anything?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_585,"Hi there, I just wanted to let you know, False alarm. The fire alarm went off from cooking smoke. Everything's fine. Thank you.",synthetic_v2,fire,NON_URGENT,0
synth2_urgent_urg_461,"There's a situation here, A car flipped over at a gas station! The driver crawled out, they're bleeding from the head but talking to us. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_713,"Excuse me, My neighbors are playing really loud music. It's been going on all day. Can someone talk to them? Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_254,"Hello, I just wanted to let you know, My mailbox was knocked over. Looks like a car hit it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_592,"Hi there, Someone left a bag on the park bench. Been there all day.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_793,"Hi there, I don't know what to do, My 14 year old can't catch their breath. They're wheezing really bad. They have COPD. What should I do?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_610,"Hi there, A car has been parked in a handicap spot without a permit at a daycare. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_333,"Hi there, not sure if this is the right number but There are teenagers skateboarding in the parking structure. Not an emergency. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_719,"Hi there, I need to report something, There's been a car accident at a bank. A couple cars involved, people are hurt but everyone seems conscious. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_612,"Yeah hi, People are going door to door selling something. Seem legit but wanted to mention it. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_222,I'm calling because There's a couple fighting in an apartment building. Yelling and pushing. No weapons. One person has a bloody nose. Should I do anything?,synthetic_v2,crime,URGENT,0
synth2_critical_crit_474,My 12 12 year old male just had a heart attack I think! They're unconscious! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_89,Please please! There was a terrible car crash! The car is crushed and the person inside is trapped and not responding!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_125,Someone help! my coworker just told me they took all their medication to kill themselves! They're getting drowsy! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_214,Jesus! My kitchen caught fire and now the whole apartment is burning! I barely got out! I'm so scared!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_694,"Hey, I accidentally hit the emergency button. I'm okay, no help needed.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_312,"Yeah hi, not sure if this is the right number but Somebody egged our house last night. Just want to report it. Appreciate it.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_373,"Hey, Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_42,Oh my God! My baby is choking choking on something! They're turning purple! I can't get it out! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_677,"I have a question, There's a party next door that's super loud. They won't turn it down. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
