case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold,input_quality
oos_en_0078,"Can't decide if this is police or ambulance, wrong caller probably.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0056,"Biraz dinleyebilir misiniz, yalniz konusmak istiyorum.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0024,Is this reservation service?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0046,Eczane nobetcisi kim bu gece?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0002,blabla blabla bip bip,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0010,mmm mmm mmm,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0070,"My watch stopped, can you tell me the correct time?",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0141,jkshak djs ak,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0087,nothing really just checking,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0204,Otel rezervasyonu icin mi buradasiniz?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0219,Sinav sorulari hakkinda bilgi alabilir miyim?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0134,Cocugumun dogum gununu nerde kutlayabilirim?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0025,testing testing,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0125,hmm ne,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0126,Eczane nobetcisi kim bu gece?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0142,ay ay hahaha,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0098,pwp pwp pwp,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0073,What's the current USD exchange rate?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0234,Where can I celebrate my kid's birthday?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0202,Internet faturami nasil odeyebilirim?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0005,hmm ne,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0049,hello hello anyone there,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0053,pwp pwp pwp,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0040,mmm mmm mmm,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0108,"My parcel didn't arrive, no tracking number.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0033,What's the current USD exchange rate?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0137,"Annemle tartistim ne yapayim, danisman mi var?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0205,"Tercuman hattini mi aradim, yanlis numara galiba.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0161,"Taksi cagirmak istiyorum, adres kaza mi?",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0133,heheh prankprank,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0117,"I argued with my mom, is there a counselor?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0028,"My parcel didn't arrive, no tracking number.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0166,Eczane nobetcisi kim bu gece?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0118,uhh umm um,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0035,hmm ne,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0138,"Acil servis mi polis mi karar veremedim, yanlis arayan biriyim.",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0149,mm mm mm,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0236,"Can you just listen, I want to talk alone.",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0073,heheh prankprank,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0144,lol lol prank prank bye,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0023,pwp pwp pwp,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0087,Posta kurye hattini ariyorum sanirim.,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0061,ne dedin anlamadim konus iyice,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0036,"Can you just listen, I want to talk alone.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0136,"Biraz dinleyebilir misiniz, yalniz konusmak istiyorum.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0107,I'm calling the postal courier line I guess.,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0181,"I'd like to call a taxi, is this the right number?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0189,Where's the nearest ATM?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0083,Yarin hava nasil olacak Istanbul'da?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0186,Which pharmacy is on duty tonight?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0232,The courier company gave me this number.,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0121,ne dedin anlamadim konus iyice,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0103,heheh prankprank,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0051,Hangi otobus gider merkez'e?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0138,haha sound test 1 2 3,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0092,blabla blabla bip bip,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0148,"My parcel didn't arrive, no tracking number.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0116,"Can you just listen, I want to talk alone.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0023,What's the weather tomorrow in Istanbul?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0035,"Called to test my phone, sorry.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0098,"Acil servis mi polis mi karar veremedim, yanlis arayan biriyim.",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0045,asdf asdf qwerty,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0185,"Dialed the translator hotline I think, wrong number.",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0066,ahkhsk sdjf akj,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0071,lollolol acil servis hahaha dalga,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0150,"My watch stopped, can you tell me the correct time?",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0032,blabla blabla bip bip,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0040,"Merhaba, pizza siparisi verebilir miyim?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0193,What's the current USD exchange rate?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0063,What's the weather tomorrow in Istanbul?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0024,lol lol prank prank bye,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0235,"Called to test my phone, sorry.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0022,How can I pay my internet bill?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0135,"Telefonu test etmek icin aradim, affedersiniz.",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0059,mm mm mm,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0176,"Biraz dinleyebilir misiniz, yalniz konusmak istiyorum.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0183,What's the weather tomorrow in Istanbul?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0049,"Bankamatik nerde, en yakin sube?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0194,Where can I celebrate my kid's birthday?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0131,lollolol acil servis hahaha dalga,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0140,hmm what,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0172,Kargo firmasi sordugumda bana bu numarayi verdi.,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0110,"My watch stopped, can you tell me the correct time?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0079,Can I get info about exam questions?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0115,testing testing,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0174,Cocugumun dogum gununu nerde kutlayabilirim?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0134,pupupu papapa,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0107,bla bla beep beep,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0081,"Taksi cagirmak istiyorum, adres kaza mi?",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0003,Yarin hava nasil olacak Istanbul'da?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0142,How can I pay my internet bill?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0051,jkshak djs ak,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0229,Where's the nearest ATM?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0112,The courier company gave me this number.,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0214,Cocugumun dogum gununu nerde kutlayabilirim?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0137,bla bla beep beep,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0109,hello hello anyone there,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0082,ay ay hahaha,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0116,heheh prank call,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0101,"I'd like to call a taxi, is this the right number?",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0037,ay ay ay hahaha,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0013,Doviz kuru ne anda dolar?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0058,uhh umm um,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0008,pwp pwp pwp,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0119,Can I get info about exam questions?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0111,Which bus goes downtown?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0047,Posta kurye hattini ariyorum sanirim.,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0015,"Telefonu test etmek icin aradim, affedersiniz.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0016,"Biraz dinleyebilir misiniz, yalniz konusmak istiyorum.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0216,"Biraz dinleyebilir misiniz, yalniz konusmak istiyorum.",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0052,ay ay hahaha,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0044,Otel rezervasyonu icin mi buradasiniz?,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0029,mm mm mm,nonsense_v1,other,NON_URGENT,0,gibberish
gib_en_0146,heheh prank call,nonsense_v1,other,NON_URGENT,0,gibberish
gib_tr_0096,ahkhsk sdjf akj,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0052,Kargo firmasi sordugumda bana bu numarayi verdi.,nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0127,ay ay ay hahaha,nonsense_v1,other,NON_URGENT,0,gibberish
oos_en_0071,Which bus goes downtown?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0114,Where can I celebrate my kid's birthday?,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0125,"Tercuman hattini mi aradim, yanlis numara galiba.",nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_en_0140,"Hi, can I place a pizza order?",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_tr_0129,ofof off off ne oldu,nonsense_v1,other,NON_URGENT,0,gibberish
oos_tr_0012,Kargo firmasi sordugumda bana bu numarayi verdi.,nonsense_v1,other,NON_URGENT,0,out_of_scope
oos_tr_0057,"Annemle tartistim ne yapayim, danisman mi var?",nonsense_v1,other,NON_URGENT,0,out_of_scope
gib_en_0077,bla bla beep beep,nonsense_v1,other,NON_URGENT,0,gibberish
