case_id,source,text_en,label_category_gold,label_triage_gold,red_flags_gold,input_quality,deaths,potential_death,false_alarm,state,date,sample_weight
911_346,kaggle_911,"911 possibly to slide the court. Do you need police fire arrests? I need ambulance where you located, um, 193 marking bird Lane. What's going on there? Um, I have a 9 week old infant and he just stopped breathing. Okay, stay on the line. Okay, okay. 9 week old. 193. location of your emergency 193, Mocking Bird Lane, I have a 9 week old infant in The Haus, not breathing, 9, week, old, not breathing. Yep. You guys got to hurry? He Melanie Campbell. Okay. Phone number. 508 420. 621. 5 you stay on the line for the officer. I'll get the ambulance right there. Thank you, awesome. Yeah, I got it. Ambulance is on the way. Oh ma'am, ma'am, yes. Okay, all right. Did you tap the baby and then jump and schout at the baby? What tap the baby? And see if you can uh wake it up tap tap and see if you can wake him up he said okay keep going. Okay is is he responding to anything? He's a little bit whiny but he's he's Like bright blue in the face. Okay, is he choking on anything? Yeah, he threw up and was choking and now he's not breathing. Okay. You're right. You're going to turn the baby? Listen to me. You're going to turn the baby face down. Turn the baby face down. So it lies on your foot. Sol it lies on your forearm with with with the bottom. Bottomed on the elbow, support the baby's jaw. Support the baby's jaw, open the jar up. Hold hold. Hold the head with your hand. Don't block the His mouth don't block the baby's mouth. Okay, tilt his tilt. Heads down slightly tilt the baby.",crime,CRITICAL,1,meaningful,0.0,1.0,0.0,Massachusetts,12/13,2.0
911_347,kaggle_911,"911, what is the address for emergency? 1500 East 2nd, Street, Street, 300. 1500 East 2nd, Street Suite, 300 and what's the problem there? Correct. The third floor. We believe that there is a shooter we've heard at least 2 shots. Okay? What is the name of Nevada? I'm sorry, Urology. Nevada, the name of the business, Do you know if anybody's been heard? Do not know. We are locked in the bathroom, right? Outside the elevator. Have you heard anything other than the Schatz? Know, we've only heard 2. Shots 2 suspected shots. I should say, okay and you're in the A bathroom on the first floor. On the third floor, on the bathroom on the third floor, just by the elovaters. I personally have not seen anybody with the gun. Now in the bathroom, I there are 10 in the bathroom. I am in has been there are probably about a 10 in the Room that are Acy the hall from where we are at. Okay, so you're I do have 2 people. Yes, I have 2 people in here with me. Who said that? They have, they did actually see the person with the gun, okay? Did they say whether they were white black? Hispanic Asian. Yes. Um, we, we now have an 11th. Do you, do you know that the description of the person just a white guy? Okay, can you I talked to her. Please hold on real briefly, he was 1 person. I only saw 1 person with that. Okay. She was white about how old about how old. Middle age and 40s, 40s about how tall. Huhu. About how tall. He is tall. I don't know 6 feet about how much do you think he weighs?",crime,CRITICAL,1,meaningful,2.0,1.0,0.0,Nevada,12/13,2.0
911_348,kaggle_911,"311 what is the address of your emergency 3124? North Street number B. This is ah, gunshot wound to the chest. Number B, yesss. That is on the line. We're going as well. HHow old. Is the 30 year old mallay? Uhh, shot to the left side. The chest, it's a he's got bubbles coming out of the nose. It's definitely stuck in the chest. We got help on the Whey. Okay? Okay. What is, what is his name? His name is Justin Thomas. You always head to the side. Is he breathing? Are you guys buy yourself? No, I got 2 people here. Who are trying to do a first aid? So was he there by himself when it happened? No, what happened, dude? All I heard was, what's this around and boom? I I think it was an accident involving his, his son. I'm not sure uh he just came, he came over to get some stuff. Uh I was in bed, a buddy of mine was here with him. The child's about uh 3 4. Okay, the pistol. Yeah, there was a, there was a 380 caliber pistol on a countertop. Where's the gun? Right now, I I moved it. So here foot pressure on this so I can unload it. So they're not worried about it. Okay, go ahead and secure the weapon and then I'm going to help you with him with, with some first aid. Okay, let me know when the weapon is secured. 11 11 SEC and there's definitely a round missing. I think. Okay. And what's your name? Hold on. Hold on. There's 5. There's 6 rounds here. So I don't know what the fuck's happening. Oh okay. Just Just what's your name secure? My name is James James. Okay.",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,Arizona,7/13,2.0
911_349,kaggle_911,"Yeah, Phoenix police. This is Henny. How can I help you? Hi. Uh, can you hold for just a second? I just saw somebody run into the Compass Bank on Thomas in 2034 Avenue for the masks on 24th at 34th. 34th We don't know if he's dropping it or not, but we're we're sitting across the street and if he comes out and jumps in this car takes off like a bat out of hell, I'll do his license plate. Give it to you and maybe a false alarm. I don't know yet. Okay, sir, I'm going to get somebody started on anyways. What kind of vehicle did he come in? Uh, looks like a white. 4-door. Xeon Mitsubishi thing and you said 34th Avenue and Thomas? Yeah, it's a it's a Compass paint. I don't see, I don't see anything happening. We could be wrong, I don't know. I just you know we just Saw him running. We don't know what's going on. So he jumped out of a white what kind of vehicle. It's like a 4 door. umm, 4-door that looks like a Mitsubishi lot late models, you know, like a 0708. 2000. I mean, yeah. Did you get a plate number? No, it's either cross the street. Honey, I'm, I'm open to Burger Shoppe. Was it a male or female? Could you tell they had a mascot. Okay. What were they wearing? What color shirt and pants? Were they wearing? What they were? Gray sweatshirt. Grey beanie. Look at that. Shirt. And Find a mask like a gray, beanie mask. So it's pulled over the face, like a silver. And the Beanie was pulled over the faced. Sir. I'm hang on a second. What is the beanie pulled over the face?",fire,CRITICAL,1,meaningful,1.0,1.0,0.0,Arizona,12/13,2.0
911_350,kaggle_911,"911 with the address of your emergency. A quarter, mile west of where. Okay. I just got a look. On the map here to get a better location right? Along Highway. Stand towards right. Bye. The ethanol plant. Buy the ethanol plant on 10, just east of the West between Castle pin and the ethanol plant on the railroad track. Okay. And you said a quarter mile west of Casselton. Yep. So roughly 154th. Okay. and you said that, it's On fire. Yeah there's fire and there's there's Engineers trying to get out of the turn. Right? Trained right now. So I'm heading out and you know how, okay, do you know how many cars derailed? I can't tell you at this time, all I know there's a lot of smoke. You know, it was in the cars. Liked drain cars. All right. And do you know There's probably. For you guys in the train, I heard him on the radio, they were trying to get out. I don't know if they're in it or not. I'm kind of trying to drive that weigh. Okay, are you with the NFL? Yeah, I am. I was I was, I was parked and I heard of a noise and I saw some stuff flying off the track. And I, I called their train right away and they went into an emergency stop mowed. All right, all right. Well, we've already They got help on the way. Umm, if you get on scene and have any updates for us, just give us a call back, okay? Okay, thanks, all right, thanks, bye bye. 911 was the address of your emergency uh training room in your Castleton. Are you aware of? We've got help on the way. All right. Thank you. Thanks.",other,CRITICAL,1,meaningful,0.0,1.0,0.0,North Dakota,12/13,2.0
911_351,kaggle_911,"Okay, can you say the address again? 150 question. Okay, 150 North person. What's the problem? Yes, I have a baby who was sleeping. So she was gagging on the vomit. And I don't, I don't know what what's going on, but she's like, Me and my daughter. No I'm doing. Okay, sorry I can go ahead and give her um instructions. If you want to page today, I will do that. Thank you. What I need you to do is I need you to lay roll her over on her stomach, put your hand underneath her stomach. Okay, over on your hand. Okay. And, and tap her back, Try and get the vomit out of him. Oh, my gahd. Is she breathing? What's your what's your ears close to her mouth breathing. She's breathing softly though. Does she have a pulse? She's breathing though, that's important. Does she have a poll? Can you check? She has a pulse. Can you rub her back a little bit to see if you can, if you can wake her up know, she's not waking up. No. Okay. But she is breathing. Ma'am. Iz. She breathing. I'm gonna need you to. I'm gonna need you to take a deep breath and to calm down. You need to tell me whether she's breathing or not. That's all the vomit is out of come out, you know? I love you. Don't know. Okay, I need you to roll her back over on her stomach on her hand, okay, and After back, so that the violence comes out. She's not doing anything. Is that her crying or is that somebody else with me? Yes. Okay, you're there by yourself with her know, it's me and my other phone children of milk. Okay.",other,CRITICAL,1,meaningful,1.0,1.0,0.0,Wisconsin,8/11,2.0
911_352,kaggle_911,"911 is this an emergency emergency. Half an hour. It's on. They're on their way man. They're on their way. They're on their way man. Excuse me. A time. They're there. They're at the mall. They're at the mall. They're trying to get to you. Ma'am! Ma'am! They're trying to get you speak with the officers, man. Speak with the Police. Yes. Sir shots fired on Greene 4. Greene. 4 at the Macy's. Hold on. Yes. In the area of the mall. 34 for shots fired. I'm also going to need an ambulance sayar. Someone is shot in the head. Got a sport to the injury to the Head. All right. What are you guys out with this? Yes, sir. 1 of my units is out with it. Alright? Now No. All right, this is Macy's 4. No, no, no Greene 4. That would be Nordstrom's. You're out with the patient. Yes, sir. We're out with the mouse, sir. You still hear Schatz. How long ago was the shots? Just like a minute ago? Okay. Do you have any Witnesses anything like that? I'm not sure. So I got a lot of yelling on my I I hear you just try Get me something. Just, you know, I will All right, somebody contact me. Let me know what's going on. Based on 117. Let me know what's going on. And it is a gunshot wound. Yesss. Yes sir. I was told it was 1 to the Head. is the Get. We got an individual here width. Severe head trauma. Let me go. I'll call you back.",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,New Jersey,12/13,2.0
911_353,kaggle_911,"Ma'am, this is Arbour. All right, hold on for the Sheriff's Office. All right, hold on. Okay did they left the did they leave the resident? Yes, ma'am, they left the resident, they came in the house, you know, they tell all of us to leave on on the floor. And they take the baby. Excused me. Hello. Hello. Okay ma'am, tell me what happened, tell me what happened. Mommy? Male female, black and white black all black. You said umm, 4, were they males or females? Okay. Did they have any weapons? Yes, ma'am. How many of them? Ma'am ma'am, give me ma'am. Ma'am. You need to slowed down. Did they have any gunns? Yes, ma'am. Okay, hold on. Okay. WWhat did they? What did they leave? Okay, I don't need. I need somebody not to switch the phone from person to person. Okay, I'm talking to you, I'm seeing, okay. All right, what did they leave in? Did you drop the green Explorer? Got that tag number but I didn't drop the little red car. I didn't know, but I guess they're driving the green Explorer and a red. What? Red look. I don't know. The email coming. Who's still in the Carr?",other,CRITICAL,1,meaningful,0.0,1.0,0.0,South Carolina,1/14,2.0
911_354,kaggle_911,"At 1:29 p.m. with a GMT offset of negative, 300 minutes. Agent Eide is extension is 8. Gun shot the cop theater movie theater call. Uh and what's the chapel gunshot your chest? Uh uh looks like above the sternum gun shot. Pistole. Okay. How old is the person? I don't know, maybe, uh, late 2030 the mail. Bail. Yes, sir. Yeah, there's still someone shot. Do you know who shot him? I don't know. Uh, it looks like an old gentleman in the movie theater. Is he still on there? I'm sorry. Is he still in there? Yes, he is. Someone went away. The suspect's still in the movie theater? Yes yes yes, yes. Just stay on the line to get to the Sheriff's Office. Okay. I'm on the phone with him. Alright, now Questions. Okay. Yeah. Okay. Maybe. Talking. Okay, where where in the movie? It's it's the 1 for Survivor. I think it's the what the number 10. Yess, thank you. I know where it's at. Okay? And and the and the the back entrance, those people waiting outside, it's going to be reference 541. Okay. All right. Go ahead caller. It is also a woman who has been shot. Okay, what happened where it's? It's the wife. Okay? So you're online with the show. Need to know what happened. Okay, all right. Thank you. Hello sir. Yes, yes, sir. Okay, who's been shot? Late 20s? Early 30s. Umm, patient, Veil. Uh, just uh, just the person I seen a movie. It's in the movie. Theater, the movie theater? Yes, sir. Oh, okay. Where's the shooter? Do you know, uh, in the theater still? Okay, do you know what it looks like?",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,Florida,1/14,2.0
911_355,kaggle_911,"I want to come know what happened. What what is your name? What is your name? I think she wants, you know, I don't know why you killed who I'm calling you. What you say, you know, I just told you, I'm trying to stopped this before. I see people at the bottom of it. You talking fast. You are I will come out that long. I know that you me that I Myselfe. That's great to tell me. You need to have your hands in your in the air. Nothing in your hand. Nothing in my hand at all. I'mma let them know you're coming out. Okay? Please just let me know. You got them control and everything from The Tick. Tock first. So let you know I'm surrendering. I swear to God. Okay. Tell you the truth, I'll go there right now, with the guns in my chin. Why won't do nothing. Has told me yes to tell you to put your hands up in the air and have nothing in them and come out. Check this. All right. I will get back naked. You know what I'm saying? No need for you. To take your clothes off. Unless you want to take all your clothes off, doing all of it. I'm going to I can Don't know what you for. WWhat is calling for. Can you tell me that? Sayar. I know, you know what's going on? Cuz you got you? Yeah. All right. Yeah. Slowly width your hands up in the air. Yeah, waiting for you to notify that you're coming out. So they know you're coming. For. Waiting for you. Come out. I, Saying, I think if I go there they get to kill me first and I get to tell my story, you know what I'm saying?",crime,CRITICAL,1,meaningful,2.0,1.0,0.0,Maryland,1/14,2.0
911_356,kaggle_911,"What's your address? Hellow. What's your address? Ma'am? it's uh, it's crazy. Okay, is he breathing ma'am? Not the wrong. Sit down man. Told me everywhere. Okay, the person who saved them, is he there? No nooo. I I Take a deep breathe? Okay. Ma'am. Ma'am. How old is heh? I can't tell everyone. I cannot get in to sit down and the more he moves around. What's your name? Ma'am. Yesss. Man, what's going on? Ma'am. Ma'am. Ma'am. Ma'am. Ma'am is aichi. Breathing? Barely barely. Okay, is the is the bleading, serious? Ma'am? I need you to answer, thees. Questioned, so we can get help on the way. Is he completely alert? Maybe. Where was he injured? Eighteen ma'am. Okay, I'm going to show you, I can't tell where it's all coming from. Okay, there more than 1. Ma'am, I need you to answer the question so we can get them there as fast as we can, is there. More than 1 Moone. Hello. 1. Just just take a deep breath. Okay, I'm sending the paramedics now stay on the line. I'll tell you exactly what to do. Now if there's anything penetrate and do not pull it out, okay, Anything up. If there's anything that is preserving, alright, do not pull it out. I get some chairs, so I don't want. Okay, that's alright. Don't move them, but just keep listening. Okay, raise your hand, to help us on the way. Don't let them have anything to eat or drink. It may make them sick or cause problems for the doctor, okay? Do you know where the person is? Who staff? Do you know where the person is who?",medical,CRITICAL,1,meaningful,1.0,1.0,0.0,North Carolina,1/14,2.0
911_357,kaggle_911,"1217 p.m. 57 seconds. February 22, 2014. Take a deep breath in your head. Go to. No, no, no. And your child is. No, no! Oh my God, my baby! Oh my God, my baby. Okay, take a deep breathe. In. I'm alright. Oh my God, I don't know. I can't see him anymore. Yes this is so not even oh my Okay, can, can you remember what your uhh license plate? Number know, I don't. I don't know what you find. Where are you right now? I'm walking down. Okay, I want you to do a crack and give me an address. I am not. I am a daughter. No, I am a daughter. I I have to take a deep breath here. Oh my God. Are you wearing? What are you wearing? Purple coat? My purple coat and boots. Oh my gosh I walked inside my baby everything. Okay, I need you to stop. Stop that to the police. Oh my God. You haven't to make do you live at winter? I guess that you live at. A place now I Mayfield and there's my color. Why how? Which way are you just know? Somebody just walked up to me. Okay, got that person on the phone for me listened to me. Okay, hello. Okay. Hello which direction? Vehicle. Go sit in Johnson part of the road and I don't know where it went after that Southampton Potter. And how did you see this happen? I didn't see it happen. I saw the car go by. There was a black man in it. A black man driving the white AI. Correct. Yeah. Lasting Southtowne on Potter. Okay. Where are you right now? Okay, I can hear her and I can hear you, okay?",crime,CRITICAL,1,meaningful,0.0,1.0,0.0,Illinois,2/14,2.0
911_358,kaggle_911,"This recording was prepared. Buy 911 dispatch.com. Checking out a bouncy ball. Okay. And you're at 2525 North 10th Street. Yes, is she able to breathe know? Okay, I'm going to get the ambulance going. Somebody's going to walk you through the him. Like, maneuver stay on the line. Okay. Yep. How old is this person 7? 7, okay, are you able to get behind him or her? Is she okay? No, it's okay. Okay. She's really turning purple. Okay. Do you know how to do the highlights know? Is that her crying? No, that's my, my senior year old. All right. Go get Anna. I'm sure Anna knows. Can you have somebody stand behind her? My son is behind her right now. Okay, wrap his arms around her abdomen, right around your abdomen. And then, lift up and towards him up. And, oh my God, she's about to pass out. Okay, lift up, and towards him up, and towards her up, and towards her. Keep going. Oh my God, she's turning purple. Okay. My partner has the ambulance on the way. Thank you. Okay, tell me what's going on right now. Are you okay, B, keep going, just up and towards her right in her abdomen. A little bit higher than the average a little bit higher than the abdomen. You're hurting Herr tie, I can't do it. You keep trying. Oh my God, I cannot watch this. Keep going. Keep pull. The ambulance is on its way. She's crying. She is crying. She is crying. Okay, turning purple. I mean she's getting some hair. Oh she got it out. She poked it out. Okay. Hi, this is excellent. Oh my God.",medical,CRITICAL,1,meaningful,0.0,1.0,0.0,Wisconsin,,2.0
911_359,kaggle_911,"This recording was prepared. Buy 911 dispatch.com. And, uh, I'm going to do a cross street right now. It's at I'm on Chamberlain. I've just crossed Chamberlain. I'm on 41, going, south and I was at a stoplight and a man pulled up next to me and there was a Child screaming in the car, the vehicle was in its a blue Camaro like Camaro like, uh, in the 90s or early 2000s or something, okay, with a baby or no, it was a child, it was more than old. I don't, you know what, it's dark and I and I turned to look at him and he's a white male sort of light colored here, sort of plump, he's behind, Now, and I tried to slow down so he could pass me and I could read his licenses, right? Ma'am. Don't hang up. Okay, I'm I'm not, okay. Okay, where you? Yeah, 41. Okay, I am. Um, I'm going to pass across and he I believe he's still behind me. I'm at uh, Jenks, Dr. I'm just crossing it. I'm going very slow, like 35 miles an hour on 41 and he's behind you. I believe he's behind me, he has not passed me and he's going slower than I am, which is not right. Because like, we're holding up traffic and stuff, but I think that he sawed me. Look at him and I'm not trying to be overdramatic here but he's going even slower now and that if you're pulling over know, he's something's going on because he's even going even slower now. But he's right behind me and I don't know if the kid was, it's, I don't know your name, okay, my name's Jane, okay. He's pulling over to the other lane. Now Jane Kowalski k, o w.",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,Florida,1/08,2.0
911_360,kaggle_911,"839, 23 seconds. February 8th, 2008, and the 1 that's crying. Have they been yet? Um, know they haven't. Last room is another instructor, okay? Yeah, if you can. Could you bring this time out? Cuz this time? Are you able to describe anything that happened in the hallway to 911? Okay. Hi. Yes, I was the instructor at the front of the class. I've got 3 downe. I'm not sure if they're all. But I'm pretty sure I can't get sent out to security came in, what happened? I had a student that had withdrawn from the programme and she was looking for help and she came to me earlier. And I sent her to student services to, to find out her transcripts and then she went to somebody else's office and then um, she walked in the back of my office. I said just have a seat for a minute till I can't at the rest of these. And as and and you know the rest of the tests, she started shooting. And all, when I just hit the ground and when I turned around, everybody else hit the ground with me. And when I, when I got up, she was rolling. The thing on the gun. Mhm. And you see a black and white female black heavy set. Okay. umm, and what room are they Inn? Tell me the room. I'm in The room that she was shooting Inn. From 280 2. I know that it's e, n t class across from 282. 283. I got to go to the pelisse. Okay. All right.",crime,CRITICAL,1,meaningful,4.0,1.0,0.0,Louisiana,1/08,2.0
911_361,kaggle_911,"351 p.m. 6 seconds. April 15, 208 Livingston County 91. Hellooooo 911. Here's the fire eighteen. Are you? It's like is your house on fire? Hello, hello. Comay on. Please. Come on. Come back. Come on, come on. Come on, come on. Come on. Come on. Are you there? Okay, is your house on fire? Yeah, they're on the way. Okay. Is your grandma still in the house? I got it. Come on, Grandma. Okay, are you guys out of the house? Come on, okay. Hold on. Yeah, come on. Come on. I'm taking you out. Are you there? Goodbyes. Come on, Grandma. Get up. She might still be in the house grandma. Come on, come on. Oh godd, I can't Smaart.",fire,CRITICAL,1,meaningful,0.0,1.0,0.0,Michigan,,2.0
911_362,kaggle_911,"911. What is the address of your emergency 517 William, G Drive. Okay, what's the problem? Exactly, what happened uhhh, the keypad police chief, uh, was having a vehicle towed across the street and the residents come out and shot him. We do have him. Yes, he's on the ground. Okay. Where's the man that was shooting. He's back in the house. We do have a county sheriff on On. On scene. Okay okay, we're going to help on the way. Thank you 911. Okay, address emergency. Yeah we got an officer down in the K back right now. Well not fired. Yep. Okay we got fired Officer Down. There's a man. Still shooting. Yes yeah she's the she's gun shot. All right, we got help St. Clair County 911. What is the? Yesss. Go ahead. Yes, we've got. This is Sherry. Can I help you? Yeah. Wherever I William G. The chief of police has been shot? Yes, I know we've got people on the way. Okay. Okay. Do you know the address there? Uh, it's uh, 5. 5. Uh, 6522 5 522, William, G. 519 519 got it. Okay, all right. Can you he's been shot twice. Can you see? Once in the armed once in the chest, okay? Can you see? Where is the shooter? Ugh, I think he's in the house. Okay, is anyone else coming to sheriff on the road but he's just sitting there. Okay. Okay. Okay, is anyone else been injured? Uh, know. Not that I know of, okay. All right, we've got people just they're just waiting to get there so that they don't all right, because the fire department's like Once threw it over and they they ain't here yet.",crime,CRITICAL,1,meaningful,0.0,1.0,0.0,Michigan,,2.0
911_363,kaggle_911,"997. That will be followed by, uh, that will be followed by 673 representative, uh, bazhenov, you're on Deck. Um, representative Domino is here to talk about, uh, it's here to talk about emergency dispatchers, 911 dispatchers. Uh, welcome to healthcare Council, you're recognized. Thank you, Mr. Chairman members, uh, This, uh, Bill upon passes will allow for a certification. Process for emergency dispatch is currently 31 other states have such a process. It will recognize a 208 hour. Doe approved course as a minimum standard. Uh the goal of course is to ensure the First Responders are dispatched to emergencies and catastrophic events with a higher level of quality and efficiency, while minimizing human errors and mistakes, our emergency dispatchers by and large do a Great job. But by having every, all 67 County people on the same, uh, uhhh doing the same thing, it will be helpful and we have some and I will shorten my introduction because we have some rather dramatic, testimonies the need for this legislation. Pretty good before we, uh, let's, uh, members are there questions of Representative Domino on the bill? Is there questions? Let's go to public testimony. Ugh. Representative Domino, did you want to call folks in any particular order or just as they? Ugh. Okay, very good. Randy touchdown. Very good. Thank you so much. Randy Florida, professional firefighters associations, waves, Inn, uh, support, Armen nalt. Very good, firefighters and you're from Lake Worth Florida.",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,Florida,,2.0
911_364,kaggle_911,"911. Where is your emergency listened? Please don't hang up and listen to me. I've been taking out of my house at gunpoint. I'm going to head to this. I'm going to head to the police station. What what, what did you what is the address? Please? I am on the road. He's got me all threatened with my kids. Ma'am. What is the address? I don't have. I just, I'm going. I'm getting right now to the to the I'm going right now to the police department. I was able to answer him. Okay, ma'am, I'm going to go. Ma'am, ma'am. He needs to slow down because I don't know where you are, which part it's not. Where is the police station here? I don't know. Hold on for Plantation, Police. Hold on, hold on. 1 second, hold on. Oh God. Ma'am. Hold on for 1 second, just stay on the line. I'm going to do the talking. Okay. Stay on the line, you have emergency Plantation. This is sunrise with a transfer. It sounds like it's possibly going to be for a signal 24 signal 0. The address she doesn't have the address. I'm trying to look it up. Hold Ahn. I'm trying to look it up for you Plantation online for 1. Second pleased. Okay, what's the problem? Ma'am. Okay. Told him. Do you know him? Yes, his name is karlous. Okay. She's about the 63. block of, I want to say about I'm trying to fix it, I remember but I'm not sure. I don't know where you are. I I'm not. Where are you? Okay, hold on 1. Second ma'am I'm going to get officers there. What kind of car are you in? Please listen.",crime,CRITICAL,1,meaningful,1.0,1.0,1.0,Florida,4/08,2.0
911_365,kaggle_911,"911. Do you have an emergency? Yes. Where is your emergency sir? Okay, it's uh, I live at 201 threshing, way, uh, building 1042 in Myrtle Beach, okay. And, um, my neighbor just knocked on my door, and her husband is missing, we went down to where the mailbox is at, and his blood, and his glasses are there. Which building you in your phone cut out sir. Building 1042 North Apartment. Number uh building 1042. It's uh 2011 threshing way. Okay. She's over there at her in the background. Yeah. It's her in the background. Flying in my car. We go. I know. My wife with her right now. I'm doing it. Karen. All right, talk to me, please. Okay, never came over to you. Her husband was missing. Alright, so I see and he never does this. He's not that kind of guy. So, he, he noticed that the keys to the mailbox were missing. So, we went over to the, I went over their for initially. I didn't see anything, but when we got out to check, The mailbox to see if it's been there is blood on the ground and his glasses are on the ground. I didn't touch anything but we need to look in the weeds or anything like that, but we can see it looks like, ah, Trail. Okay, blood on the ground. Those glasses were there the glasses today and the trail leads towards the bushes. Back, if you can go look in there, Karen, I'm doing the best. I kin Karen. Can you just stay on the phone with me? All right, all alright. Okay. So there's a pair of blood linge back to the woods. Yes, I don't touch anything.",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,Kentucky,,2.0
911_366,kaggle_911,"911 was here. Um, yes ma'am, come on, just shy arrived. On what city is this, but the car so I can decide the street beside sharks. Um, the club he was shot, he on the ground and he bleeding, um, I don't even he's by Shocking. Shocking. The street beside Sharky, you know are you familiar with the neighborhood me? Okay. Honestly, he's laying in the ground. He shot. He bleeding bad. Okay. And sea. Why? The black is he white or black? My guys. Oh, my gahd. Oh my God. Okay, he's not moving. He's just laying on the ground. Okay, but he's in shock. He's on what side um, short, um, shocking is on the right but you got to come. It's like a curve um Martin Luther King. I knew something was just built right here. Um okay and see black and white. He looked mixed male. I'm not sure. What's the name of the street? Blue Street. Is on Blue Street? Yes, ma'am. And you said, he's laying where everybody walking away. They leaving him, he laying on the ground. Okay, ma'am, hold on. Okay, okay. Somebody. 911. Umm, the he's dead. He ran on the ground. Um, I don't know what the he shot. Somebody come help him. What's the address? Oh, and we on the street, we in the middle of the street. It's 9:44 black Boulevard and chalky. We are blue Street. We are on Blue Street, okay? You're at the corner of blue Street and Bragg Boulevard. Know, I'm in the middle of blue street, I'm in the middle of blue Street. All right, that's the road. Yes, it is.",fire,CRITICAL,1,meaningful,1.0,1.0,0.0,North Carolina,4/08,2.0
911_369,kaggle_911,"Your emergency. What's going on? Man is on the ground. I didn't go and check if a male is on the ground. Yes. I mean what's he doing? He was laying there. Is he awake? Can you tell? Ore. Nope, doesn't look like you moving. Hey, what's your last name? Hudson And Youree first name. Sol, you can't tell if he's just Just checking know. Okay. And where is he at is he just, is he in the street? Does he what on the curb on the curb by the cemetery? All alright. We'll have an off to go outside. All right, thank you. Thank you. Wasn't here. Now, when I came back, not along with the exact location of your emergency, Ugh, this is Mr. Hudson again. Brad Shaw. Okay. Yes sayar. No 1 to come buy. It's been here. 5. Okay, I know that. Okay, if he's still there, Shure has he moved? Know, it doesn't look like he's breathing. Hang on just a second. Okay. This is from something to. What's your name? Hang on just a second. Okay, let me get him on the way. Hang ANH. 1 second, okay. Are you? Alright there with him? Yes. Is aichi. Is a conscience. Know. Sorry. Stay on the phone with me, okay? Dough. What? I want your name. Okay, hang. Hang on, let me dispatch them. Are you there, Mr. Hudson, I've got an officer. On the weigh to you now. Do you see him in the ariya? What do you see the officer in the area yet? Know. Okay. No, it's location is 1 block from Europe stationed. Okay, can you tell if he's breathing know, he's not breathing, he's not breathing. but the How old is he? Looks. 30 830.",other,CRITICAL,1,meaningful,1.0,1.0,0.0,Texas,,2.0
911_370,kaggle_911,"This is Kelly with a transfer at your Best Western off of 114. Someone has been shot in the neck, they're going to need medical assistance. Go ahead. Okay. Thank you. Yes, sir. Let me get Dent, County on the line to get an ambulance sayar. What room are they in? Uh, they're not in a room that we're out at the pool right now. Oh yeah. 911. Yes, ma'am. This is this is where I look at the transfer. We need an ambulance. We have a shooting at the Best Western. That address. So, what's the address there? Uhh, ma'am. I'm not sure the address is uh, 377 and, uh, 114. What's going on there? My. 801. West fire nelson. I'm not sure it's 33714 but somebody got a hold of my office. Okay. So somebody took your weapon and shot. Somebody else in the neck. Yes, ma'am. Okay, where's the weapon at now, sir? In my custody. Okay, you have it in your custody. What's the person that did the shooting? Uh he he said right here next to me, it's it it's it's fine. He didn't he didn't understand it was a off-duty weapon. I I had an ambulance right now. What is your named sir? Okay, what's going on sir? Okay, who's yelling at sir? I need to talk to you. I don't, I don't need to talk to him. The person that is Shot. I'm not I'm not trying to talk to him man. Know I said, I need to talk to you. I don't want to talk to him. I'm I'm trying to talk to you now. Okay, the person that was shot. Where are they at? I had the nurse doing the job is in progress.",crime,CRITICAL,1,meaningful,1.0,1.0,0.0,Texas,5/08,2.0
911_372,kaggle_911,"I rescue 17 connecting 6180. Rough Street information verified. Thank you. What is the problem? Tell me. Exactly. What happened. My wife, uh, pregnant. And she's, uh, she says, she can't make the hospital. She said, she had me wants me to call the ambulance right away. I have somebody allready dispatching units to you. Okay? I'm going to ask you some questions, okay? Okay. Are you with her right now? Yeah. HHow old, is she 36? 3. Okay, that's okay. Is she conscience? Yes. Is she breathing yess? The water. Just broke her water just broke. Okay? How many weeks pregnant is she how many weeks pregnant again 635? 37? 37. Is the baby completely out the baby completely out. No. Can you see any part of the baby? Now, can I see any part of the baby? You have to lay down. Keep reassuring, her? That help is on the way. Okay, coming. Okay. They're they're already dispatched, they're already dispatched. Uhh, no ma'am. I don't see baby. Okay, is she having contractions? Yes. Okay. Is this her first delivery? Sol the third time? It'll be a third baby. Okay, there's a lot of water coming out. Okay. Okay, that's okay. How many minutes apart are? The contractions 20 minutes approximately right now, they're just consistent right now. They were at about 6 5 minutes. Are they between 2 and 5? Are they between 2 and 5 minutes? Are they over 5? They're between 2 and 5? Is there any? Serious bleeding know, bleeding as the I don't see no bleeding. Okay, that's fine. I just found some water. Come on.",other,CRITICAL,1,meaningful,0.0,1.0,0.0,Florida,,2.0
